station,valid,tmpc,relh,drct,sped,p01m
NYC,2017-01-01 00:51,6.67,46.70,M,3.45,0.00
NYC,2017-01-01 01:51,6.67,48.88,260.00,4.60,T
NYC,2017-01-01 02:51,7.22,45.12,M,M,0.00
NYC,2017-01-01 03:51,6.67,46.70,250.00,10.35,0.00
NYC,2017-01-01 04:51,7.22,43.46,250.00,6.90,0.00
NYC,2017-01-01 05:51,6.67,46.70,M,3.45,0.00
NYC,2017-01-01 06:51,6.67,46.70,M,M,0.00
NYC,2017-01-01 07:51,6.67,48.88,260.00,8.05,0.00
NYC,2017-01-01 08:51,6.67,48.88,M,5.75,0.00
NYC,2017-01-01 09:51,7.78,49.18,300.00,9.20,0.00
NYC,2017-01-01 10:51,7.22,41.50,310.00,11.50,0.00
NYC,2017-01-01 11:51,7.78,39.96,M,M,0.00
NYC,2017-01-01 12:51,8.33,36.87,M,M,0.00
NYC,2017-01-01 13:51,8.33,33.87,M,4.60,0.00
NYC,2017-01-01 14:51,8.33,31.22,M,4.60,0.00
NYC,2017-01-01 15:51,8.33,31.22,260.00,5.75,0.00
NYC,2017-01-01 16:51,7.78,31.07,0.00,0.00,0.00
NYC,2017-01-01 17:51,7.22,30.77,0.00,0.00,0.00
NYC,2017-01-01 18:51,6.11,37.81,60.00,3.45,0.00
NYC,2017-01-01 19:51,5.00,42.44,60.00,4.60,0.00
NYC,2017-01-01 20:51,5.56,37.49,50.00,5.75,0.00
NYC,2017-01-01 21:51,5.56,37.49,50.00,4.60,0.00
NYC,2017-01-01 22:51,5.00,40.83,60.00,4.60,0.00
NYC,2017-01-01 23:51,5.00,42.44,60.00,8.05,0.00
NYC,2017-01-02 00:51,4.44,50.50,60.00,8.05,0.00
NYC,2017-01-02 01:51,3.33,67.20,70.00,9.20,0.00
NYC,2017-01-02 02:51,3.33,64.49,M,5.75,0.00
NYC,2017-01-02 03:51,3.89,54.77,90.00,6.90,0.00
NYC,2017-01-02 04:51,3.33,59.36,50.00,6.90,0.00
NYC,2017-01-02 05:51,3.33,57.18,60.00,6.90,0.00
NYC,2017-01-02 06:51,3.89,54.77,M,6.90,0.00
NYC,2017-01-02 07:51,2.78,75.56,70.00,6.90,0.25
NYC,2017-01-02 08:51,2.78,85.64,M,4.60,0.51
NYC,2017-01-02 09:51,3.89,82.08,70.00,9.20,0.25
NYC,2017-01-02 10:51,4.44,79.25,70.00,8.05,T
NYC,2017-01-02 11:51,3.89,82.08,90.00,9.20,T
NYC,2017-01-02 12:51,3.89,88.87,80.00,10.35,0.25
NYC,2017-01-02 13:51,3.89,88.87,80.00,9.20,0.51
NYC,2017-01-02 14:19,3.89,92.45,80.00,11.50,0.25
NYC,2017-01-02 14:46,4.00,93.19,70.00,10.35,0.51
NYC,2017-01-02 14:49,4.00,93.19,60.00,10.35,0.51
NYC,2017-01-02 14:51,3.89,92.45,70.00,10.35,0.51
NYC,2017-01-02 15:02,3.89,92.45,70.00,8.05,0.25
NYC,2017-01-02 15:38,3.89,92.45,80.00,10.35,0.51
NYC,2017-01-02 15:51,4.44,89.27,50.00,9.20,0.51
NYC,2017-01-02 16:51,3.89,92.45,80.00,8.05,0.51
NYC,2017-01-02 17:51,3.89,92.45,70.00,11.50,0.51
NYC,2017-01-02 18:25,3.89,95.78,60.00,10.35,0.51
NYC,2017-01-02 18:34,3.89,95.78,70.00,9.20,0.51
NYC,2017-01-02 18:51,3.89,95.78,60.00,12.65,0.76
NYC,2017-01-02 19:51,3.89,95.78,70.00,12.65,0.00
NYC,2017-01-02 20:51,3.89,95.78,70.00,14.95,0.00
NYC,2017-01-02 21:51,3.89,95.78,70.00,11.50,0.00
NYC,2017-01-02 22:51,3.89,95.78,70.00,8.05,0.00
NYC,2017-01-02 23:49,4.00,93.19,70.00,11.50,0.51
NYC,2017-01-02 23:51,3.89,92.45,70.00,10.35,0.51
NYC,2017-01-03 00:04,3.89,95.78,60.00,13.80,0.25
NYC,2017-01-03 00:51,3.89,95.78,70.00,12.65,0.76
NYC,2017-01-03 01:01,3.89,95.78,70.00,14.95,0.25
NYC,2017-01-03 01:51,3.89,95.78,60.00,10.35,1.02
NYC,2017-01-03 02:18,3.89,95.78,70.00,9.20,0.51
NYC,2017-01-03 02:51,3.89,95.78,60.00,12.65,0.51
NYC,2017-01-03 03:51,3.89,95.78,70.00,8.05,0.25
NYC,2017-01-03 04:51,3.89,95.78,70.00,9.20,0.00
NYC,2017-01-03 05:51,3.89,95.78,80.00,10.35,0.00
NYC,2017-01-03 06:51,3.89,95.78,70.00,12.65,0.00
NYC,2017-01-03 07:51,3.89,100.00,80.00,11.50,0.00
NYC,2017-01-03 08:18,4.44,96.55,60.00,12.65,0.00
NYC,2017-01-03 08:51,4.44,96.55,60.00,13.80,0.00
NYC,2017-01-03 09:51,4.44,96.55,60.00,14.95,0.00
NYC,2017-01-03 10:25,4.44,100.00,70.00,11.50,T
NYC,2017-01-03 10:51,4.44,100.00,80.00,17.25,0.25
NYC,2017-01-03 11:00,4.44,100.00,60.00,12.65,T
NYC,2017-01-03 11:18,4.44,100.00,70.00,14.95,0.51
NYC,2017-01-03 11:51,5.00,95.82,70.00,16.10,1.02
NYC,2017-01-03 12:41,5.00,100.00,80.00,16.10,1.27
NYC,2017-01-03 12:51,5.00,100.00,70.00,13.80,1.78
NYC,2017-01-03 13:06,5.00,100.00,70.00,12.65,0.51
NYC,2017-01-03 13:43,5.00,100.00,70.00,14.95,1.52
NYC,2017-01-03 13:51,5.00,100.00,70.00,17.25,2.03
NYC,2017-01-03 14:05,5.00,100.00,70.00,12.65,0.25
NYC,2017-01-03 14:37,5.56,95.84,70.00,16.10,0.76
NYC,2017-01-03 14:49,6.00,93.30,70.00,14.95,0.76
NYC,2017-01-03 14:51,5.56,95.84,70.00,16.10,0.76
NYC,2017-01-03 15:11,5.56,95.84,70.00,17.25,0.25
NYC,2017-01-03 15:20,5.56,95.84,80.00,12.65,0.76
NYC,2017-01-03 15:39,5.56,100.00,70.00,14.95,1.27
NYC,2017-01-03 15:49,6.00,93.30,70.00,18.40,1.78
NYC,2017-01-03 15:51,5.56,95.84,70.00,12.65,2.03
NYC,2017-01-03 16:33,5.56,100.00,70.00,13.80,2.79
NYC,2017-01-03 16:41,5.56,100.00,70.00,17.25,2.79
NYC,2017-01-03 16:51,6.11,96.60,70.00,12.65,2.79
NYC,2017-01-03 17:51,6.11,96.60,80.00,10.35,0.00
NYC,2017-01-03 18:00,6.11,96.60,60.00,10.35,T
NYC,2017-01-03 18:51,6.11,100.00,60.00,14.95,0.76
NYC,2017-01-03 19:31,6.11,100.00,60.00,6.90,0.00
NYC,2017-01-03 19:51,6.11,100.00,0.00,0.00,0.00
NYC,2017-01-03 20:18,5.56,100.00,M,3.45,0.00
NYC,2017-01-03 20:51,6.11,96.60,M,4.60,0.00
NYC,2017-01-03 21:17,5.56,100.00,10.00,3.45,0.00
NYC,2017-01-03 21:43,5.00,100.00,M,3.45,0.00
NYC,2017-01-03 21:51,5.00,100.00,0.00,0.00,0.00
NYC,2017-01-03 22:26,5.00,100.00,300.00,4.60,T
NYC,2017-01-03 22:51,5.00,100.00,M,3.45,0.25
NYC,2017-01-03 23:35,5.00,95.82,M,3.45,0.51
NYC,2017-01-03 23:51,5.00,100.00,M,3.45,0.76
NYC,2017-01-04 00:39,5.00,95.82,290.00,5.75,0.00
NYC,2017-01-04 00:51,5.00,95.82,290.00,3.45,0.00
NYC,2017-01-04 01:07,4.44,100.00,270.00,3.45,0.00
NYC,2017-01-04 01:44,5.00,92.52,M,5.75,0.00
NYC,2017-01-04 01:49,5.00,93.24,290.00,4.60,0.00
NYC,2017-01-04 01:51,5.00,92.52,290.00,5.75,0.00
NYC,2017-01-04 02:27,5.00,92.52,290.00,3.45,0.00
NYC,2017-01-04 02:51,5.00,95.82,300.00,5.75,0.00
NYC,2017-01-04 03:38,5.56,91.84,M,3.45,0.00
NYC,2017-01-04 03:51,5.56,88.67,250.00,4.60,0.00
NYC,2017-01-04 04:46,6.00,86.99,M,M,0.00
NYC,2017-01-04 04:51,5.56,88.67,260.00,4.60,0.00
NYC,2017-01-04 05:51,5.56,88.67,250.00,8.05,0.00
NYC,2017-01-04 06:51,6.11,88.71,250.00,9.20,0.00
NYC,2017-01-04 07:51,6.11,92.58,M,4.60,0.00
NYC,2017-01-04 08:12,6.67,88.77,0.00,0.00,0.00
NYC,2017-01-04 08:19,6.67,88.77,M,M,0.00
NYC,2017-01-04 08:51,7.22,85.77,M,4.60,0.00
NYC,2017-01-04 08:59,7.22,85.77,M,6.90,0.00
NYC,2017-01-04 09:06,7.22,85.77,250.00,10.35,0.00
NYC,2017-01-04 09:25,7.78,86.16,M,M,0.00
NYC,2017-01-04 09:51,7.78,82.58,0.00,0.00,0.00
NYC,2017-01-04 10:23,8.33,79.82,M,4.60,0.00
NYC,2017-01-04 10:51,8.89,76.58,250.00,4.60,0.00
NYC,2017-01-04 11:32,8.89,76.58,M,M,0.00
NYC,2017-01-04 11:51,8.89,76.58,M,6.90,0.00
NYC,2017-01-04 12:33,10.00,74.15,M,4.60,0.00
NYC,2017-01-04 12:51,10.00,71.07,M,M,0.00
NYC,2017-01-04 13:51,10.56,60.46,270.00,11.50,0.00
NYC,2017-01-04 14:51,11.11,50.12,M,M,0.00
NYC,2017-01-04 15:51,10.00,39.14,290.00,11.50,0.00
NYC,2017-01-04 16:51,8.33,40.44,290.00,16.10,0.00
NYC,2017-01-04 17:51,7.22,41.50,280.00,12.65,0.00
NYC,2017-01-04 18:51,6.67,36.25,280.00,17.25,0.00
NYC,2017-01-04 19:51,5.00,31.33,290.00,12.65,0.00
NYC,2017-01-04 20:51,3.89,29.77,M,M,0.00
NYC,2017-01-04 21:51,2.78,36.63,280.00,10.35,0.00
NYC,2017-01-04 22:51,1.67,36.14,M,5.75,0.00
NYC,2017-01-04 23:51,1.11,37.76,M,M,0.00
NYC,2017-01-05 00:51,0.56,39.14,270.00,6.90,0.00
NYC,2017-01-05 01:51,-0.61,41.09,M,4.60,0.00
NYC,2017-01-05 02:51,-1.11,42.62,260.00,9.20,0.00
NYC,2017-01-05 03:51,-1.72,44.58,M,M,0.00
NYC,2017-01-05 04:51,-2.22,44.23,290.00,9.20,0.00
NYC,2017-01-05 05:51,-2.22,42.47,M,M,0.00
NYC,2017-01-05 06:51,-2.78,42.11,260.00,11.50,0.00
NYC,2017-01-05 07:51,-2.78,44.26,290.00,12.65,0.00
NYC,2017-01-05 08:51,-2.78,42.11,290.00,9.20,0.00
NYC,2017-01-05 09:51,-2.22,40.41,250.00,8.05,0.00
NYC,2017-01-05 10:51,-1.72,38.95,290.00,10.35,0.00
NYC,2017-01-05 11:51,-1.72,38.95,250.00,8.05,0.00
NYC,2017-01-05 12:51,-0.61,37.73,290.00,9.20,0.00
NYC,2017-01-05 13:51,-0.61,37.73,280.00,9.20,0.00
NYC,2017-01-05 14:51,0.00,37.58,0.00,0.00,0.00
NYC,2017-01-05 15:51,0.00,37.58,0.00,0.00,0.00
NYC,2017-01-05 16:51,0.00,37.58,280.00,4.60,0.00
NYC,2017-01-05 17:51,-0.61,41.09,M,6.90,0.00
NYC,2017-01-05 18:51,0.00,40.92,260.00,12.65,0.00
NYC,2017-01-05 19:51,0.00,42.96,280.00,9.20,0.00
NYC,2017-01-05 20:51,0.00,42.96,280.00,8.05,0.00
NYC,2017-01-05 21:51,0.00,42.96,250.00,5.75,0.00
NYC,2017-01-05 22:51,-0.61,49.05,M,M,0.00
NYC,2017-01-05 23:51,-0.61,51.47,270.00,8.05,0.00
NYC,2017-01-06 00:29,-1.11,65.66,240.00,8.05,T
NYC,2017-01-06 00:37,-1.72,74.76,270.00,5.75,T
NYC,2017-01-06 00:51,-2.22,85.08,280.00,4.60,T
NYC,2017-01-06 01:02,-2.22,85.08,0.00,0.00,0.25
NYC,2017-01-06 01:10,-2.22,85.08,280.00,5.75,0.25
NYC,2017-01-06 01:31,-2.22,85.08,270.00,4.60,0.51
NYC,2017-01-06 01:51,-2.22,85.08,280.00,3.45,0.51
NYC,2017-01-06 02:13,-2.22,85.08,300.00,4.60,0.25
NYC,2017-01-06 02:29,-2.78,88.65,290.00,6.90,0.25
NYC,2017-01-06 02:51,-2.78,88.65,0.00,0.00,0.51
NYC,2017-01-06 03:02,-2.78,92.05,M,M,T
NYC,2017-01-06 03:13,-2.22,88.33,0.00,0.00,T
NYC,2017-01-06 03:51,-2.22,81.25,0.00,0.00,T
NYC,2017-01-06 04:51,-2.22,81.25,M,3.45,T
NYC,2017-01-06 05:51,-2.22,77.57,0.00,0.00,0.00
NYC,2017-01-06 06:51,-2.22,77.57,0.00,0.00,T
NYC,2017-01-06 07:04,-2.22,77.57,0.00,0.00,T
NYC,2017-01-06 07:31,-2.22,77.57,50.00,3.45,0.25
NYC,2017-01-06 07:41,-2.22,81.25,M,4.60,0.25
NYC,2017-01-06 07:51,-2.22,77.57,M,4.60,0.25
NYC,2017-01-06 08:51,-1.72,66.08,M,M,0.00
NYC,2017-01-06 09:51,-1.72,55.83,300.00,8.05,0.00
NYC,2017-01-06 10:51,-0.61,53.53,M,6.90,0.00
NYC,2017-01-06 11:51,-0.61,51.47,M,4.60,0.00
NYC,2017-01-06 12:51,0.56,44.89,M,3.45,0.00
NYC,2017-01-06 13:51,0.00,40.92,M,4.60,0.00
NYC,2017-01-06 14:51,0.00,39.31,M,3.45,0.00
NYC,2017-01-06 15:51,0.00,39.31,310.00,8.05,0.00
NYC,2017-01-06 16:51,0.00,39.31,300.00,5.75,0.00
NYC,2017-01-06 17:51,-0.61,39.29,310.00,9.20,0.00
NYC,2017-01-06 18:51,-1.11,39.14,350.00,8.05,0.00
NYC,2017-01-06 19:51,-1.72,42.63,M,4.60,0.00
NYC,2017-01-06 20:51,-2.22,42.47,350.00,9.20,0.00
NYC,2017-01-06 21:51,-2.78,44.26,M,4.60,0.00
NYC,2017-01-06 22:51,-3.28,43.70,M,6.90,0.00
NYC,2017-01-06 23:51,-3.89,45.75,M,3.45,0.00
NYC,2017-01-07 00:51,-3.89,50.07,M,3.45,0.00
NYC,2017-01-07 01:51,-3.89,52.36,M,5.75,0.00
NYC,2017-01-07 02:51,-3.89,48.08,360.00,9.20,0.00
NYC,2017-01-07 03:51,-4.39,51.98,M,5.75,0.00
NYC,2017-01-07 04:51,-4.39,43.36,50.00,9.20,0.00
NYC,2017-01-07 05:51,-5.00,43.17,50.00,11.50,0.00
NYC,2017-01-07 06:51,-5.00,45.41,M,5.75,0.00
NYC,2017-01-07 07:51,-5.00,45.41,50.00,10.35,0.00
NYC,2017-01-07 08:51,-5.61,57.02,60.00,9.20,T
NYC,2017-01-07 09:16,-5.61,65.18,60.00,9.20,T
NYC,2017-01-07 09:24,-5.61,67.82,M,5.75,T
NYC,2017-01-07 09:48,-6.00,73.32,M,6.90,T
NYC,2017-01-07 09:51,-6.11,77.59,40.00,9.20,T
NYC,2017-01-07 10:28,-6.11,80.69,20.00,9.20,0.51
NYC,2017-01-07 10:51,-6.72,88.68,40.00,9.20,1.02
NYC,2017-01-07 11:51,-6.11,84.62,20.00,8.05,0.76
NYC,2017-01-07 12:03,-6.11,84.62,30.00,8.05,0.25
NYC,2017-01-07 12:12,-6.11,84.62,M,6.90,0.25
NYC,2017-01-07 12:51,-6.11,84.62,350.00,8.05,1.02
NYC,2017-01-07 13:22,-6.11,80.69,360.00,8.05,0.25
NYC,2017-01-07 13:32,-6.72,84.55,350.00,8.05,0.51
NYC,2017-01-07 13:51,-6.72,88.68,340.00,11.50,0.76
NYC,2017-01-07 14:51,-6.72,88.68,M,3.45,0.76
NYC,2017-01-07 15:51,-6.72,92.19,M,5.75,0.76
NYC,2017-01-07 16:09,-6.72,88.68,M,4.60,0.51
NYC,2017-01-07 16:30,-6.72,88.68,M,5.75,0.76
NYC,2017-01-07 16:51,-6.72,88.68,M,6.90,1.27
NYC,2017-01-07 17:51,-6.72,88.68,360.00,10.35,0.76
NYC,2017-01-07 18:33,-6.72,88.68,M,5.75,0.76
NYC,2017-01-07 18:48,-7.00,92.57,330.00,8.05,0.76
NYC,2017-01-07 18:51,-6.72,88.68,M,4.60,0.76
NYC,2017-01-07 19:05,-6.11,84.62,330.00,9.20,T
NYC,2017-01-07 19:37,-6.11,84.62,350.00,10.35,0.25
NYC,2017-01-07 19:51,-6.11,84.62,M,M,0.25
NYC,2017-01-07 20:25,-6.11,84.62,M,6.90,T
NYC,2017-01-07 20:34,-6.11,84.62,M,4.60,T
NYC,2017-01-07 20:42,-6.11,80.69,300.00,6.90,T
NYC,2017-01-07 20:51,-6.11,80.69,M,5.75,T
NYC,2017-01-07 21:07,-6.11,80.69,0.00,0.00,T
NYC,2017-01-07 21:41,-6.11,80.69,M,4.60,T
NYC,2017-01-07 21:51,-6.11,80.69,M,3.45,T
NYC,2017-01-07 22:51,-6.11,77.59,M,3.45,0.00
NYC,2017-01-07 23:51,-6.11,67.71,310.00,12.65,0.00
NYC,2017-01-08 00:51,-6.72,59.60,300.00,8.05,0.00
NYC,2017-01-08 01:51,-7.22,61.94,310.00,11.50,0.00
NYC,2017-01-08 02:51,-7.22,56.57,300.00,9.20,0.00
NYC,2017-01-08 03:51,-7.78,61.52,300.00,6.90,0.00
NYC,2017-01-08 04:51,-7.78,59.06,M,3.45,0.00
NYC,2017-01-08 05:51,-8.28,61.39,270.00,8.05,0.00
NYC,2017-01-08 06:51,-8.28,58.38,M,6.90,0.00
NYC,2017-01-08 07:51,-8.28,58.38,280.00,9.20,0.00
NYC,2017-01-08 08:51,-8.28,53.25,280.00,12.65,0.00
NYC,2017-01-08 09:51,-7.78,51.23,300.00,14.95,0.00
NYC,2017-01-08 10:51,-7.22,49.07,290.00,13.80,0.00
NYC,2017-01-08 11:51,-6.72,49.22,280.00,6.90,0.00
NYC,2017-01-08 12:51,-5.61,47.56,290.00,9.20,0.00
NYC,2017-01-08 13:51,-5.00,45.41,310.00,9.20,0.00
NYC,2017-01-08 14:51,-4.39,39.55,320.00,9.20,0.00
NYC,2017-01-08 15:51,-4.39,34.39,M,5.75,0.00
NYC,2017-01-08 16:51,-5.00,36.01,290.00,8.05,0.00
NYC,2017-01-08 17:51,-5.61,41.22,280.00,10.35,0.00
NYC,2017-01-08 18:51,-5.61,41.22,300.00,9.20,0.00
NYC,2017-01-08 19:51,-6.11,42.82,310.00,9.20,0.00
NYC,2017-01-08 20:51,-6.72,49.22,M,6.90,0.00
NYC,2017-01-08 21:51,-7.22,44.72,300.00,9.20,0.00
NYC,2017-01-08 22:51,-7.22,44.72,M,6.90,0.00
NYC,2017-01-08 23:51,-7.78,48.68,M,3.45,0.00
NYC,2017-01-09 00:51,-8.28,48.53,M,4.60,0.00
NYC,2017-01-09 01:51,-8.89,48.57,M,4.60,0.00
NYC,2017-01-09 02:51,-8.89,50.90,300.00,4.60,0.00
NYC,2017-01-09 03:51,-9.39,52.93,280.00,4.60,0.00
NYC,2017-01-09 04:51,-9.39,52.93,270.00,9.20,0.00
NYC,2017-01-09 05:51,-9.39,55.19,280.00,8.05,0.00
NYC,2017-01-09 06:51,-9.39,52.93,M,3.45,0.00
NYC,2017-01-09 07:51,M,M,M,M,0.00
NYC,2017-01-09 08:51,-8.89,55.85,M,4.60,0.00
NYC,2017-01-09 09:51,-8.28,53.25,280.00,5.75,0.00
NYC,2017-01-09 10:51,-7.22,49.07,0.00,0.00,0.00
NYC,2017-01-09 11:51,-6.72,49.22,280.00,4.60,0.00
NYC,2017-01-09 12:51,-6.72,47.22,280.00,6.90,0.00
NYC,2017-01-09 13:51,-6.11,45.06,270.00,8.05,0.00
NYC,2017-01-09 14:51,-5.61,47.56,280.00,5.75,0.00
NYC,2017-01-09 15:51,-5.00,49.74,270.00,3.45,0.00
NYC,2017-01-09 16:51,-5.61,52.10,170.00,8.05,0.00
NYC,2017-01-09 17:51,-5.61,57.02,0.00,0.00,0.00
NYC,2017-01-09 18:51,-5.00,52.27,210.00,4.60,0.00
NYC,2017-01-09 19:51,-5.00,54.44,180.00,4.60,0.00
NYC,2017-01-09 20:51,-5.00,52.27,M,M,0.00
NYC,2017-01-09 21:51,-5.61,52.10,M,M,0.00
NYC,2017-01-09 22:51,-6.11,59.23,230.00,9.20,0.00
NYC,2017-01-09 23:51,-5.61,57.02,M,6.90,0.00
NYC,2017-01-10 00:51,-5.61,57.02,M,M,0.00
NYC,2017-01-10 01:51,-5.61,57.02,270.00,4.60,0.00
NYC,2017-01-10 02:51,-5.61,59.63,250.00,5.75,0.00
NYC,2017-01-10 03:51,-5.61,59.63,270.00,4.60,0.00
NYC,2017-01-10 04:51,-5.00,62.23,250.00,8.05,0.00
NYC,2017-01-10 05:51,-5.00,59.26,270.00,3.45,0.00
NYC,2017-01-10 06:51,-4.39,51.98,0.00,0.00,0.00
NYC,2017-01-10 07:51,-3.89,57.23,0.00,0.00,0.00
NYC,2017-01-10 08:51,-2.78,54.82,M,3.45,0.00
NYC,2017-01-10 09:51,-1.72,50.70,160.00,3.45,0.00
NYC,2017-01-10 10:51,-0.61,41.09,170.00,8.05,0.00
NYC,2017-01-10 11:51,0.56,44.89,160.00,8.05,0.00
NYC,2017-01-10 12:51,1.11,55.88,180.00,3.45,0.00
NYC,2017-01-10 13:51,1.11,66.72,170.00,4.60,0.00
NYC,2017-01-10 14:51,1.67,72.04,M,3.45,0.00
NYC,2017-01-10 15:51,2.22,75.15,M,3.45,0.00
NYC,2017-01-10 16:51,2.78,75.56,M,6.90,0.00
NYC,2017-01-10 17:51,2.78,78.37,0.00,0.00,0.00
NYC,2017-01-10 18:51,3.33,79.08,M,4.60,0.00
NYC,2017-01-10 19:51,4.44,79.25,170.00,4.60,0.00
NYC,2017-01-10 20:51,5.00,79.34,160.00,5.75,0.00
NYC,2017-01-10 21:51,6.67,75.93,190.00,8.05,0.00
NYC,2017-01-10 22:51,6.67,75.93,180.00,6.90,0.00
NYC,2017-01-10 23:01,6.67,75.93,M,6.90,0.00
NYC,2017-01-10 23:51,7.22,79.36,M,M,0.00
NYC,2017-01-11 00:51,7.22,76.01,M,5.75,0.00
NYC,2017-01-11 01:46,6.00,86.99,M,M,0.51
NYC,2017-01-11 01:49,6.00,86.99,M,M,0.51
NYC,2017-01-11 01:51,6.11,85.66,250.00,6.90,0.76
NYC,2017-01-11 02:00,5.56,91.84,220.00,4.60,0.51
NYC,2017-01-11 02:07,6.11,88.71,M,4.60,1.02
NYC,2017-01-11 02:48,7.00,87.09,M,M,3.05
NYC,2017-01-11 02:51,6.67,88.77,M,3.45,3.30
NYC,2017-01-11 03:03,6.11,92.58,M,6.90,1.02
NYC,2017-01-11 03:20,6.67,92.62,M,5.75,2.29
NYC,2017-01-11 03:51,7.78,86.16,230.00,6.90,2.54
NYC,2017-01-11 04:11,7.22,89.49,240.00,8.05,0.00
NYC,2017-01-11 04:51,7.78,82.58,250.00,6.90,0.00
NYC,2017-01-11 05:51,7.22,82.19,250.00,13.80,0.00
NYC,2017-01-11 06:39,6.67,78.66,M,M,0.00
NYC,2017-01-11 06:51,6.11,82.04,240.00,9.20,0.00
NYC,2017-01-11 07:51,6.11,79.19,M,M,0.00
NYC,2017-01-11 08:51,6.11,76.12,M,M,0.00
NYC,2017-01-11 09:51,6.67,72.99,M,5.75,0.00
NYC,2017-01-11 10:51,8.33,65.63,M,4.60,0.00
NYC,2017-01-11 11:51,8.89,65.51,M,M,0.00
NYC,2017-01-11 12:51,10.00,60.79,230.00,5.75,0.00
NYC,2017-01-11 13:51,10.00,60.79,260.00,5.75,0.00
NYC,2017-01-11 14:51,10.56,58.36,0.00,0.00,0.00
NYC,2017-01-11 15:51,10.56,56.10,180.00,3.45,0.00
NYC,2017-01-11 16:51,10.00,62.98,170.00,5.75,0.00
NYC,2017-01-11 17:51,8.33,73.85,M,3.45,0.00
NYC,2017-01-11 18:51,8.89,76.58,180.00,9.20,0.00
NYC,2017-01-11 19:51,8.89,76.58,M,5.75,0.00
NYC,2017-01-11 20:51,10.00,68.10,M,3.45,0.00
NYC,2017-01-11 21:51,8.89,82.72,M,M,0.76
NYC,2017-01-11 22:51,7.78,93.03,160.00,6.90,2.54
NYC,2017-01-11 23:06,7.78,93.03,180.00,6.90,1.02
NYC,2017-01-11 23:27,7.78,93.03,M,4.60,2.03
NYC,2017-01-11 23:49,8.00,93.40,170.00,5.75,2.79
NYC,2017-01-11 23:51,7.78,96.28,M,3.45,3.05
NYC,2017-01-11 23:59,8.33,93.06,180.00,8.05,0.25
NYC,2017-01-12 00:51,8.89,92.74,M,4.60,1.02
NYC,2017-01-12 01:51,10.00,89.04,250.00,10.35,T
NYC,2017-01-12 02:51,10.56,89.09,220.00,9.20,0.25
NYC,2017-01-12 03:24,10.56,89.09,M,5.75,0.25
NYC,2017-01-12 03:51,11.11,89.13,M,5.75,0.25
NYC,2017-01-12 04:51,11.67,85.59,M,M,0.00
NYC,2017-01-12 05:42,11.67,85.59,M,6.90,0.00
NYC,2017-01-12 05:51,11.67,85.59,230.00,8.05,0.00
NYC,2017-01-12 06:13,12.22,82.82,M,5.75,0.00
NYC,2017-01-12 06:51,12.22,82.82,230.00,9.20,0.00
NYC,2017-01-12 07:51,12.22,86.29,240.00,9.20,0.00
NYC,2017-01-12 08:09,12.22,86.29,230.00,10.35,0.00
NYC,2017-01-12 08:51,12.78,83.20,230.00,8.05,0.00
NYC,2017-01-12 09:51,13.33,83.88,260.00,9.20,0.00
NYC,2017-01-12 10:51,14.44,78.03,M,6.90,0.00
NYC,2017-01-12 11:51,15.56,74.57,M,5.75,0.00
NYC,2017-01-12 12:51,17.22,67.29,210.00,10.35,0.00
NYC,2017-01-12 13:51,18.33,62.96,230.00,8.05,0.00
NYC,2017-01-12 14:51,18.33,60.90,220.00,8.05,0.00
NYC,2017-01-12 15:51,18.33,60.90,220.00,9.20,0.00
NYC,2017-01-12 16:51,17.78,62.85,M,M,0.00
NYC,2017-01-12 17:51,17.78,62.85,M,4.60,0.00
NYC,2017-01-12 18:51,18.33,60.90,M,4.60,0.00
NYC,2017-01-12 19:51,17.78,62.85,M,5.75,0.00
NYC,2017-01-12 20:51,18.33,60.90,240.00,11.50,0.00
NYC,2017-01-12 21:51,17.78,62.85,260.00,9.20,0.00
NYC,2017-01-12 22:51,17.22,65.09,M,6.90,0.00
NYC,2017-01-12 23:51,16.67,69.46,M,5.75,0.00
NYC,2017-01-13 00:51,16.11,75.20,250.00,10.35,0.00
NYC,2017-01-13 01:51,15.56,77.65,M,4.60,0.00
NYC,2017-01-13 02:51,15.00,80.75,270.00,5.75,0.00
NYC,2017-01-13 03:51,14.44,74.91,280.00,5.75,0.00
NYC,2017-01-13 04:51,13.33,74.72,280.00,10.35,0.00
NYC,2017-01-13 05:23,12.78,74.08,310.00,10.35,0.00
NYC,2017-01-13 05:51,11.11,71.28,310.00,8.05,0.00
NYC,2017-01-13 06:00,10.56,73.69,M,5.75,0.00
NYC,2017-01-13 06:51,9.44,70.95,M,6.90,0.00
NYC,2017-01-13 07:51,8.33,65.63,M,3.45,0.00
NYC,2017-01-13 08:51,7.78,55.36,300.00,12.65,0.00
NYC,2017-01-13 09:51,7.22,51.08,310.00,8.05,0.00
NYC,2017-01-13 10:51,7.22,45.12,M,6.90,0.00
NYC,2017-01-13 11:51,7.78,45.47,M,M,0.00
NYC,2017-01-13 12:51,7.78,38.15,M,3.45,0.00
NYC,2017-01-13 13:51,7.22,38.14,340.00,8.05,0.00
NYC,2017-01-13 14:51,6.67,36.25,M,M,0.00
NYC,2017-01-13 15:51,5.56,31.51,300.00,8.05,0.00
NYC,2017-01-13 16:51,4.44,34.31,M,6.90,0.00
NYC,2017-01-13 17:51,3.33,37.10,300.00,9.20,0.00
NYC,2017-01-13 18:51,2.22,39.99,M,4.60,0.00
