station,valid,tmpc,relh,drct,sped,p01m
NYC,2023-01-01 00:20,12.22,89.88,0.00,0.00,T
NYC,2023-01-01 00:36,12.22,92.92,230.00,6.90,T
NYC,2023-01-01 00:49,12.00,93.60,M,4.60,T
NYC,2023-01-01 00:51,11.67,92.89,M,5.75,T
NYC,2023-01-01 01:51,11.67,89.18,230.00,8.05,T
NYC,2023-01-01 02:51,11.11,92.86,240.00,5.75,0.00
NYC,2023-01-01 03:51,11.67,85.59,260.00,9.20,0.00
NYC,2023-01-01 04:51,11.11,86.17,M,4.60,0.00
NYC,2023-01-01 05:51,10.56,89.09,M,3.45,0.00
NYC,2023-01-01 06:51,10.56,82.62,M,4.60,0.00
NYC,2023-01-01 07:51,10.00,80.06,M,5.75,0.00
NYC,2023-01-01 08:51,10.00,74.15,300.00,6.90,0.00
NYC,2023-01-01 09:51,11.11,63.24,M,6.90,0.00
NYC,2023-01-01 10:51,11.67,56.17,M,5.75,0.00
NYC,2023-01-01 11:51,11.11,56.45,290.00,8.05,0.00
NYC,2023-01-01 12:51,11.67,54.21,280.00,10.35,0.00
NYC,2023-01-01 13:51,12.22,48.65,280.00,5.75,0.00
NYC,2023-01-01 14:51,11.67,44.42,290.00,6.90,0.00
NYC,2023-01-01 15:51,11.67,42.48,300.00,4.60,0.00
NYC,2023-01-01 16:51,11.67,42.81,290.00,3.45,0.00
NYC,2023-01-01 17:51,10.56,45.73,0.00,0.00,0.00
NYC,2023-01-01 18:51,10.00,47.64,270.00,3.45,0.00
NYC,2023-01-01 19:51,10.56,51.81,250.00,3.45,0.00
NYC,2023-01-01 20:51,10.56,51.81,0.00,0.00,0.00
NYC,2023-01-01 21:51,10.56,52.00,0.00,0.00,0.00
NYC,2023-01-01 22:51,10.56,54.13,M,4.60,0.00
NYC,2023-01-01 23:51,10.00,56.39,0.00,0.00,0.00
NYC,2023-01-02 00:51,10.00,56.39,0.00,0.00,0.00
NYC,2023-01-02 01:51,10.56,56.10,M,3.45,0.00
NYC,2023-01-02 02:51,10.00,58.44,M,3.45,0.00
NYC,2023-01-02 03:51,10.00,60.79,0.00,0.00,0.00
NYC,2023-01-02 04:51,10.00,62.98,250.00,4.60,0.00
NYC,2023-01-02 05:51,10.00,62.98,M,4.60,0.00
NYC,2023-01-02 06:51,10.00,62.98,260.00,5.75,0.00
NYC,2023-01-02 07:51,9.44,68.51,250.00,4.60,0.00
NYC,2023-01-02 08:51,6.11,92.58,21.00,M,0.00
NYC,2023-01-02 09:51,10.00,62.98,M,4.60,0.00
NYC,2023-01-02 10:51,10.56,63.12,260.00,3.45,0.00
NYC,2023-01-02 11:51,11.67,58.64,M,3.45,0.00
NYC,2023-01-02 12:51,12.78,54.70,270.00,4.60,0.00
NYC,2023-01-02 13:51,13.33,54.83,M,4.60,0.00
NYC,2023-01-02 14:51,13.33,54.83,250.00,6.90,0.00
NYC,2023-01-02 15:51,13.33,57.23,260.00,5.75,0.00
NYC,2023-01-02 16:51,12.78,61.69,240.00,6.90,0.00
NYC,2023-01-02 17:51,12.78,63.86,240.00,3.45,0.00
NYC,2023-01-02 18:51,13.33,64.47,M,4.60,0.00
NYC,2023-01-02 19:51,12.78,66.61,0.00,0.00,0.00
NYC,2023-01-02 20:51,12.78,68.93,240.00,4.60,0.00
NYC,2023-01-02 20:58,12.22,71.50,M,3.45,T
NYC,2023-01-02 21:29,11.67,76.75,M,5.75,0.25
NYC,2023-01-02 21:51,11.67,76.75,0.00,0.00,0.25
NYC,2023-01-02 22:51,11.11,86.17,0.00,0.00,0.25
NYC,2023-01-02 23:51,11.11,89.13,0.00,0.00,T
NYC,2023-01-03 00:51,11.67,82.76,0.00,0.00,0.00
NYC,2023-01-03 01:51,11.11,82.68,120.00,3.45,0.00
NYC,2023-01-03 02:51,10.56,76.86,M,4.60,0.00
NYC,2023-01-03 03:51,10.00,82.86,M,3.45,0.00
NYC,2023-01-03 04:51,9.44,86.33,120.00,3.45,0.00
NYC,2023-01-03 05:51,9.44,86.33,80.00,3.45,T
NYC,2023-01-03 06:13,9.44,86.33,M,3.45,T
NYC,2023-01-03 06:51,8.89,92.74,70.00,3.45,0.51
NYC,2023-01-03 07:49,8.00,93.40,50.00,4.60,0.25
NYC,2023-01-03 07:51,8.33,93.06,70.00,3.45,0.25
NYC,2023-01-03 08:17,8.89,92.74,100.00,3.45,0.00
NYC,2023-01-03 08:31,8.89,92.74,90.00,4.60,0.00
NYC,2023-01-03 08:51,9.44,89.67,20.00,3.45,0.00
NYC,2023-01-03 09:51,10.00,89.04,0.00,0.00,0.00
NYC,2023-01-03 10:26,10.56,86.12,340.00,3.45,T
NYC,2023-01-03 10:31,10.00,89.04,350.00,3.45,T
NYC,2023-01-03 10:49,9.00,93.45,0.00,0.00,1.52
NYC,2023-01-03 10:51,8.89,92.74,0.00,0.00,2.03
NYC,2023-01-03 11:15,8.89,95.95,0.00,0.00,3.05
NYC,2023-01-03 11:48,9.00,93.45,350.00,3.45,5.59
NYC,2023-01-03 11:51,9.44,92.77,0.00,0.00,5.59
NYC,2023-01-03 12:18,9.44,92.77,0.00,0.00,0.76
NYC,2023-01-03 12:44,10.00,95.98,0.00,0.00,1.78
NYC,2023-01-03 12:49,10.00,93.50,0.00,0.00,1.78
NYC,2023-01-03 12:51,10.00,95.98,0.00,0.00,1.78
NYC,2023-01-03 13:02,10.00,95.98,0.00,0.00,T
NYC,2023-01-03 13:31,11.11,92.86,M,5.75,0.25
NYC,2023-01-03 13:40,11.11,92.86,M,5.75,0.25
NYC,2023-01-03 13:51,11.11,92.86,240.00,8.05,0.25
NYC,2023-01-03 14:51,12.22,89.88,220.00,5.75,0.25
NYC,2023-01-03 15:51,12.78,89.59,M,3.45,0.00
NYC,2023-01-03 16:49,13.00,93.65,M,4.60,0.00
NYC,2023-01-03 16:51,13.33,90.29,220.00,8.05,0.00
NYC,2023-01-03 17:24,13.89,89.68,M,5.75,0.00
NYC,2023-01-03 17:51,13.33,89.64,240.00,6.90,0.00
NYC,2023-01-03 18:03,13.33,89.64,M,4.60,0.00
NYC,2023-01-03 18:51,13.33,90.29,0.00,0.00,0.00
NYC,2023-01-03 19:34,13.89,86.45,260.00,4.60,0.00
NYC,2023-01-03 19:51,13.33,90.29,270.00,4.60,0.00
NYC,2023-01-03 20:51,13.89,83.33,0.00,0.00,0.00
NYC,2023-01-03 21:51,12.22,86.29,40.00,5.75,0.00
NYC,2023-01-03 22:51,12.78,89.59,0.00,0.00,0.00
NYC,2023-01-03 23:51,13.89,83.33,M,4.60,0.00
NYC,2023-01-04 00:05,13.33,86.40,0.00,0.00,0.00
NYC,2023-01-04 00:34,13.89,83.33,0.00,0.00,0.00
NYC,2023-01-04 00:51,14.44,78.03,M,M,0.00
NYC,2023-01-04 01:51,15.00,75.02,M,5.75,0.00
NYC,2023-01-04 02:26,15.00,74.74,M,5.75,0.00
NYC,2023-01-04 02:51,14.44,78.03,M,4.60,0.00
NYC,2023-01-04 03:24,15.00,72.01,260.00,10.35,0.00
NYC,2023-01-04 03:32,14.44,74.64,230.00,6.90,0.00
NYC,2023-01-04 03:51,14.44,74.91,240.00,9.20,0.00
NYC,2023-01-04 04:51,14.44,78.03,240.00,8.05,0.00
NYC,2023-01-04 05:51,13.89,83.33,240.00,6.90,0.00
NYC,2023-01-04 06:51,14.44,84.00,M,4.60,0.00
NYC,2023-01-04 07:51,13.33,86.71,M,3.45,0.00
NYC,2023-01-04 08:51,15.00,83.46,230.00,4.60,0.00
NYC,2023-01-04 09:51,16.11,77.72,M,3.45,0.00
NYC,2023-01-04 10:51,16.67,74.75,270.00,4.60,0.00
NYC,2023-01-04 11:51,17.22,72.42,M,M,0.00
NYC,2023-01-04 12:51,18.89,65.21,220.00,3.45,0.00
NYC,2023-01-04 13:51,18.33,67.76,170.00,5.75,0.00
NYC,2023-01-04 14:51,18.33,70.28,0.00,0.00,0.00
NYC,2023-01-04 15:51,17.22,72.42,160.00,3.45,0.00
NYC,2023-01-04 16:51,15.56,83.23,0.00,0.00,T
NYC,2023-01-04 17:51,14.44,86.82,60.00,3.45,0.25
NYC,2023-01-04 18:58,13.89,83.33,M,3.45,T
NYC,2023-01-04 19:51,13.33,86.40,80.00,5.75,0.25
NYC,2023-01-04 20:51,12.22,89.88,60.00,4.60,0.00
NYC,2023-01-04 21:13,11.67,89.51,60.00,4.60,0.00
NYC,2023-01-04 21:24,11.67,89.51,M,3.45,0.00
NYC,2023-01-04 21:51,11.11,89.46,50.00,6.90,0.00
NYC,2023-01-04 22:42,10.00,92.80,50.00,4.60,0.00
NYC,2023-01-04 22:51,10.00,89.04,30.00,4.60,0.00
NYC,2023-01-04 23:12,10.00,89.37,50.00,5.75,0.00
NYC,2023-01-04 23:23,9.44,92.77,50.00,4.60,0.00
NYC,2023-01-04 23:49,9.00,93.45,40.00,6.90,T
NYC,2023-01-04 23:51,9.44,92.77,50.00,5.75,T
NYC,2023-01-05 00:32,8.89,96.31,50.00,4.60,T
NYC,2023-01-05 00:51,8.89,92.74,70.00,3.45,T
NYC,2023-01-05 01:29,8.89,92.74,50.00,6.90,T
NYC,2023-01-05 01:51,8.89,92.74,20.00,4.60,0.25
NYC,2023-01-05 02:51,8.89,92.74,40.00,3.45,T
NYC,2023-01-05 03:51,8.89,92.74,M,3.45,0.00
NYC,2023-01-05 04:51,9.44,92.77,0.00,0.00,0.00
NYC,2023-01-05 05:36,8.89,96.31,60.00,3.45,0.00
NYC,2023-01-05 05:49,9.00,93.45,40.00,4.60,0.00
NYC,2023-01-05 05:51,9.44,92.77,40.00,3.45,0.00
NYC,2023-01-05 06:13,9.44,96.32,50.00,4.60,0.00
NYC,2023-01-05 06:51,9.44,96.69,80.00,5.75,0.00
NYC,2023-01-05 07:10,9.44,96.32,100.00,5.75,0.00
NYC,2023-01-05 07:51,8.89,95.95,60.00,5.75,0.00
NYC,2023-01-05 08:30,9.44,92.77,60.00,6.90,0.00
NYC,2023-01-05 08:42,9.44,92.77,60.00,5.75,0.00
NYC,2023-01-05 08:51,9.44,92.77,70.00,5.75,0.00
NYC,2023-01-05 09:33,8.89,92.74,60.00,10.35,0.00
NYC,2023-01-05 09:51,9.00,93.45,60.00,6.90,0.00
NYC,2023-01-05 10:51,9.44,86.33,M,M,0.00
NYC,2023-01-05 11:51,9.44,86.33,M,5.75,0.00
NYC,2023-01-05 12:51,8.89,89.29,M,4.60,0.00
NYC,2023-01-05 13:51,10.00,82.86,50.00,4.60,0.00
NYC,2023-01-05 14:51,9.44,83.42,40.00,4.60,0.00
NYC,2023-01-05 15:51,8.89,86.28,40.00,5.75,0.00
NYC,2023-01-05 16:51,8.33,89.92,100.00,4.60,0.00
NYC,2023-01-05 17:51,8.33,89.92,50.00,3.45,0.00
NYC,2023-01-05 18:51,8.33,89.92,40.00,3.45,T
NYC,2023-01-05 19:51,8.33,89.92,90.00,9.20,T
NYC,2023-01-05 20:51,8.33,86.21,50.00,6.90,0.00
NYC,2023-01-05 21:51,7.78,93.03,60.00,6.90,0.00
NYC,2023-01-05 22:38,7.22,92.65,M,6.90,0.00
NYC,2023-01-05 22:51,7.22,92.65,60.00,9.20,0.00
NYC,2023-01-05 23:01,7.22,92.65,50.00,8.05,0.00
NYC,2023-01-05 23:10,7.22,89.49,70.00,6.90,0.00
NYC,2023-01-05 23:18,6.67,92.62,60.00,8.05,0.00
NYC,2023-01-05 23:51,7.22,89.49,M,6.90,0.00
NYC,2023-01-06 00:51,7.22,89.49,M,3.45,0.00
NYC,2023-01-06 01:51,7.22,89.49,40.00,3.45,0.25
NYC,2023-01-06 02:09,6.67,92.62,20.00,3.45,1.02
NYC,2023-01-06 02:30,6.67,92.62,M,3.45,2.79
NYC,2023-01-06 02:40,6.67,92.62,340.00,4.60,3.81
NYC,2023-01-06 02:51,6.67,88.77,360.00,6.90,4.57
NYC,2023-01-06 03:04,6.67,88.77,M,3.45,0.76
NYC,2023-01-06 03:46,6.00,93.30,40.00,5.75,1.52
NYC,2023-01-06 03:49,6.00,93.30,40.00,5.75,1.78
NYC,2023-01-06 03:51,6.11,92.58,40.00,5.75,1.78
NYC,2023-01-06 04:20,6.11,92.58,20.00,3.45,T
NYC,2023-01-06 04:51,6.11,92.58,60.00,4.60,T
NYC,2023-01-06 05:51,5.56,91.84,70.00,5.75,T
NYC,2023-01-06 06:51,6.11,92.58,0.00,0.00,0.00
NYC,2023-01-06 07:49,7.00,87.09,0.00,0.00,T
NYC,2023-01-06 07:51,6.67,88.77,0.00,0.00,T
NYC,2023-01-06 08:36,6.67,92.62,50.00,3.45,T
NYC,2023-01-06 08:51,6.67,88.77,50.00,4.60,T
NYC,2023-01-06 09:21,6.67,88.77,40.00,4.60,0.00
NYC,2023-01-06 09:33,6.67,88.77,10.00,3.45,0.00
NYC,2023-01-06 09:47,7.00,87.09,0.00,0.00,T
NYC,2023-01-06 09:51,6.67,88.77,0.00,0.00,T
NYC,2023-01-06 10:37,6.67,88.77,300.00,3.45,0.25
NYC,2023-01-06 10:51,7.22,89.49,M,3.45,0.25
NYC,2023-01-06 11:51,7.22,85.77,M,3.45,0.00
NYC,2023-01-06 12:34,8.33,83.28,M,5.75,0.00
NYC,2023-01-06 12:51,8.33,76.48,260.00,5.75,0.00
NYC,2023-01-06 13:08,8.89,73.38,M,3.45,0.00
NYC,2023-01-06 13:15,8.89,76.58,0.00,0.00,0.00
NYC,2023-01-06 13:48,9.00,70.88,M,3.45,0.00
NYC,2023-01-06 13:51,8.89,73.38,240.00,4.60,0.00
NYC,2023-01-06 14:51,8.33,70.73,220.00,8.05,T
NYC,2023-01-06 15:51,8.89,62.97,280.00,8.05,T
NYC,2023-01-06 16:51,7.78,67.90,M,5.75,0.00
NYC,2023-01-06 17:51,7.78,65.52,M,5.75,0.00
NYC,2023-01-06 18:51,7.22,60.11,M,4.60,0.00
NYC,2023-01-06 19:51,6.11,62.06,290.00,10.35,0.00
NYC,2023-01-06 20:51,5.56,61.94,290.00,10.35,0.00
NYC,2023-01-06 21:51,5.56,59.22,280.00,9.20,0.00
NYC,2023-01-06 22:51,4.44,67.45,270.00,8.05,0.00
NYC,2023-01-06 23:51,3.89,69.85,290.00,6.90,0.00
NYC,2023-01-07 00:51,3.89,66.79,270.00,5.75,0.00
NYC,2023-01-07 01:51,3.33,67.20,280.00,8.05,0.00
NYC,2023-01-07 02:51,3.33,67.20,M,6.90,0.00
NYC,2023-01-07 03:51,2.78,72.24,M,4.60,0.00
NYC,2023-01-07 04:51,2.78,72.24,280.00,6.90,0.00
NYC,2023-01-07 05:51,2.78,72.24,270.00,6.90,0.00
NYC,2023-01-07 06:51,3.33,69.73,M,M,0.00
NYC,2023-01-07 07:51,3.33,69.73,270.00,4.60,0.00
NYC,2023-01-07 08:51,3.89,64.37,280.00,9.20,0.00
NYC,2023-01-07 09:51,4.44,64.49,M,5.75,0.00
NYC,2023-01-07 10:51,5.56,57.08,M,5.75,0.00
NYC,2023-01-07 11:51,6.67,50.73,290.00,9.20,0.00
NYC,2023-01-07 12:51,6.67,50.73,290.00,8.05,0.00
NYC,2023-01-07 13:51,6.67,50.73,280.00,8.05,0.00
NYC,2023-01-07 14:51,6.67,52.86,290.00,4.60,0.00
NYC,2023-01-07 15:51,6.67,52.86,290.00,6.90,0.00
NYC,2023-01-07 16:51,6.11,55.14,280.00,4.60,0.00
NYC,2023-01-07 17:51,5.56,57.08,280.00,5.75,0.00
NYC,2023-01-07 18:51,5.56,54.78,270.00,6.90,0.00
NYC,2023-01-07 19:51,5.00,61.79,270.00,9.20,0.00
NYC,2023-01-07 20:51,5.00,59.55,280.00,9.20,0.00
NYC,2023-01-07 21:51,4.44,62.15,270.00,5.75,0.00
NYC,2023-01-07 22:51,4.44,57.47,290.00,4.60,0.00
NYC,2023-01-07 23:51,3.89,56.86,310.00,5.75,0.00
NYC,2023-01-08 00:51,3.33,59.36,260.00,5.75,0.00
NYC,2023-01-08 01:51,2.78,59.24,M,M,0.00
NYC,2023-01-08 02:51,2.78,56.57,M,5.75,0.00
NYC,2023-01-08 03:51,2.22,58.85,290.00,9.20,0.00
NYC,2023-01-08 04:51,1.67,56.05,300.00,6.90,0.00
NYC,2023-01-08 05:51,1.67,56.05,290.00,6.90,0.00
NYC,2023-01-08 06:51,1.11,55.88,0.00,0.00,0.00
NYC,2023-01-08 07:51,0.56,60.71,M,5.75,0.00
NYC,2023-01-08 08:51,1.11,60.83,0.00,0.00,0.00
NYC,2023-01-08 09:51,1.67,58.22,50.00,8.05,0.00
NYC,2023-01-08 10:51,2.22,54.08,M,5.75,0.00
NYC,2023-01-08 11:51,3.33,47.89,M,4.60,0.00
NYC,2023-01-08 12:51,4.44,36.01,0.00,0.00,0.00
NYC,2023-01-08 13:51,4.44,36.01,0.00,0.00,0.00
NYC,2023-01-08 14:51,5.00,39.12,M,3.45,0.00
NYC,2023-01-08 15:51,4.44,36.01,0.00,0.00,0.00
NYC,2023-01-08 16:51,3.89,42.28,M,5.75,0.00
NYC,2023-01-08 17:51,3.33,50.18,180.00,4.60,0.00
NYC,2023-01-08 18:51,3.33,59.36,160.00,4.60,0.00
NYC,2023-01-08 19:51,3.33,57.18,160.00,3.45,0.00
NYC,2023-01-08 20:51,3.33,59.36,220.00,9.20,0.00
NYC,2023-01-08 21:51,3.89,59.52,M,3.45,0.00
NYC,2023-01-08 22:51,3.33,64.49,M,5.75,0.00
NYC,2023-01-08 23:51,3.89,64.37,220.00,6.90,0.00
NYC,2023-01-09 00:51,4.44,64.49,230.00,5.75,T
NYC,2023-01-09 01:51,4.44,69.96,0.00,0.00,T
NYC,2023-01-09 02:51,3.33,79.08,240.00,8.05,T
NYC,2023-01-09 03:02,3.33,82.66,M,3.45,T
NYC,2023-01-09 03:51,3.33,85.69,0.00,0.00,T
NYC,2023-01-09 04:37,2.78,88.78,300.00,4.60,0.25
NYC,2023-01-09 04:51,2.78,85.64,0.00,0.00,0.25
NYC,2023-01-09 05:26,2.78,85.64,M,3.45,0.00
NYC,2023-01-09 05:51,2.78,88.78,0.00,0.00,0.00
NYC,2023-01-09 06:19,3.33,82.66,0.00,0.00,0.00
NYC,2023-01-09 06:31,3.33,82.66,290.00,4.60,0.00
NYC,2023-01-09 06:51,3.33,82.66,0.00,0.00,0.00
NYC,2023-01-09 07:51,3.33,79.08,M,4.60,0.00
NYC,2023-01-09 08:51,3.33,79.08,270.00,3.45,0.00
NYC,2023-01-09 09:51,3.33,75.64,0.00,0.00,0.00
NYC,2023-01-09 10:51,5.00,59.55,280.00,9.20,0.00
NYC,2023-01-09 11:51,5.56,54.78,M,5.75,0.00
NYC,2023-01-09 12:51,6.11,48.70,300.00,8.05,0.00
NYC,2023-01-09 13:51,6.67,44.98,310.00,6.90,0.00
NYC,2023-01-09 14:51,6.67,44.98,300.00,10.35,0.00
NYC,2023-01-09 15:51,6.11,42.77,260.00,6.90,0.00
NYC,2023-01-09 16:51,5.00,42.44,300.00,9.20,0.00
NYC,2023-01-09 17:51,4.44,48.21,M,4.60,0.00
NYC,2023-01-09 18:51,4.44,48.21,M,3.45,0.00
NYC,2023-01-09 19:51,4.44,48.21,M,4.60,0.00
NYC,2023-01-09 20:51,4.44,48.21,M,3.45,0.00
NYC,2023-01-09 21:51,3.89,52.30,260.00,6.90,0.00
NYC,2023-01-09 22:51,3.89,52.30,250.00,5.75,0.00
NYC,2023-01-09 23:51,3.89,52.30,M,4.60,0.00
NYC,2023-01-10 00:51,3.33,52.13,280.00,6.90,0.00
NYC,2023-01-10 01:51,3.89,49.93,290.00,6.90,0.00
NYC,2023-01-10 02:51,3.89,52.30,270.00,5.75,0.00
NYC,2023-01-10 03:51,3.33,54.60,0.00,0.00,0.00
NYC,2023-01-10 04:51,3.89,52.30,M,4.60,0.00
NYC,2023-01-10 05:51,3.33,59.36,280.00,8.05,0.00
NYC,2023-01-10 06:51,3.89,56.86,270.00,4.60,0.00
NYC,2023-01-10 07:51,3.33,59.36,0.00,0.00,0.00
NYC,2023-01-10 08:51,4.44,57.47,270.00,5.75,0.00
NYC,2023-01-10 09:51,4.44,57.47,M,4.60,0.00
NYC,2023-01-10 10:51,4.44,57.47,0.00,0.00,0.00
NYC,2023-01-10 11:51,4.44,57.47,M,3.45,0.00
NYC,2023-01-10 12:51,4.44,57.47,M,4.60,0.00
NYC,2023-01-10 13:51,5.00,57.15,270.00,6.90,0.00
NYC,2023-01-10 14:51,5.00,57.15,280.00,5.75,0.00
NYC,2023-01-10 15:51,5.00,59.55,0.00,0.00,0.00
NYC,2023-01-10 16:51,5.00,57.15,M,4.60,0.00
NYC,2023-01-10 17:51,5.00,55.07,310.00,6.90,0.00
NYC,2023-01-10 18:51,5.00,50.67,M,4.60,0.00
NYC,2023-01-10 19:51,4.44,52.88,M,4.60,0.00
NYC,2023-01-10 20:51,4.44,52.88,0.00,0.00,0.00
NYC,2023-01-10 21:51,3.89,52.30,M,3.45,0.00
NYC,2023-01-10 22:51,3.89,52.30,340.00,5.75,0.00
NYC,2023-01-10 23:51,3.89,54.77,50.00,4.60,0.00
NYC,2023-01-11 00:51,3.89,56.86,50.00,8.05,0.00
NYC,2023-01-11 01:51,3.89,59.52,70.00,6.90,0.00
NYC,2023-01-11 02:51,3.33,62.14,80.00,8.05,0.00
NYC,2023-01-11 03:51,2.78,59.24,60.00,6.90,0.00
NYC,2023-01-11 04:51,2.78,56.57,20.00,5.75,0.00
NYC,2023-01-11 05:51,2.22,54.08,60.00,9.20,0.00
NYC,2023-01-11 06:51,1.67,56.05,60.00,10.35,0.00
NYC,2023-01-11 07:51,1.67,58.22,M,6.90,0.00
NYC,2023-01-11 08:51,2.22,58.85,50.00,9.20,0.00
NYC,2023-01-11 09:51,2.22,56.18,50.00,6.90,0.00
NYC,2023-01-11 10:51,2.78,56.57,M,4.60,0.00
NYC,2023-01-11 11:51,3.33,50.18,M,5.75,0.00
NYC,2023-01-11 12:51,3.89,48.06,40.00,5.75,0.00
NYC,2023-01-11 13:51,3.89,45.87,M,4.60,0.00
NYC,2023-01-11 14:51,3.89,45.87,80.00,5.75,0.00
NYC,2023-01-11 15:51,3.33,47.89,110.00,8.05,0.00
NYC,2023-01-11 16:51,3.33,47.89,90.00,6.90,0.00
NYC,2023-01-11 17:51,2.78,49.61,60.00,4.60,0.00
NYC,2023-01-11 18:51,3.33,50.18,M,6.90,0.00
NYC,2023-01-11 19:51,2.78,59.24,0.00,0.00,0.00
NYC,2023-01-11 20:51,2.78,61.50,120.00,6.90,0.00
NYC,2023-01-11 21:51,2.78,64.38,110.00,6.90,0.00
NYC,2023-01-11 22:51,3.33,62.14,110.00,3.45,0.00
NYC,2023-01-11 23:51,2.78,66.82,70.00,6.90,0.00
NYC,2023-01-12 00:51,3.33,64.49,M,4.60,0.00
NYC,2023-01-12 01:12,3.33,64.49,0.00,0.00,0.00
NYC,2023-01-12 01:51,3.33,67.20,M,3.45,0.00
NYC,2023-01-12 02:51,3.89,69.85,50.00,5.75,0.00
NYC,2023-01-12 03:51,3.89,69.85,60.00,4.60,0.00
NYC,2023-01-12 04:51,4.44,73.14,0.00,0.00,0.00
NYC,2023-01-12 05:51,4.44,76.44,60.00,5.75,T
NYC,2023-01-12 06:51,4.44,82.80,60.00,6.90,0.25
NYC,2023-01-12 07:00,4.44,82.80,M,4.60,T
NYC,2023-01-12 07:38,4.44,85.81,M,4.60,T
NYC,2023-01-12 07:51,4.44,85.81,M,4.60,T
NYC,2023-01-12 08:32,4.44,92.48,110.00,3.45,0.51
NYC,2023-01-12 08:42,5.00,88.62,60.00,3.45,0.51
NYC,2023-01-12 08:51,5.00,88.62,60.00,5.75,0.51
NYC,2023-01-12 09:04,5.00,88.62,60.00,4.60,0.25
NYC,2023-01-12 09:51,5.56,88.67,110.00,4.60,0.25
NYC,2023-01-12 10:51,6.11,88.71,80.00,4.60,0.00
NYC,2023-01-12 11:01,6.11,88.71,M,4.60,0.00
NYC,2023-01-12 11:19,6.67,85.06,70.00,6.90,0.00
NYC,2023-01-12 11:26,6.67,85.06,100.00,5.75,0.00
NYC,2023-01-12 11:51,6.67,88.77,60.00,5.75,0.00
NYC,2023-01-12 12:03,6.67,88.77,M,6.90,0.00
NYC,2023-01-12 12:27,7.22,85.77,60.00,5.75,0.00
NYC,2023-01-12 12:51,7.22,85.77,M,3.45,0.00
NYC,2023-01-12 13:47,8.00,87.19,70.00,6.90,0.00
NYC,2023-01-12 13:51,7.78,86.16,60.00,3.45,0.00
NYC,2023-01-12 14:51,8.33,83.28,60.00,5.75,0.00
NYC,2023-01-12 15:27,8.89,82.72,80.00,4.60,0.00
NYC,2023-01-12 15:51,8.89,82.72,M,3.45,0.00
NYC,2023-01-12 16:51,10.00,82.86,M,4.60,0.00
NYC,2023-01-12 17:07,11.67,79.40,M,4.60,0.00
NYC,2023-01-12 17:51,11.67,85.59,170.00,5.75,T
NYC,2023-01-12 18:09,11.11,89.13,M,3.45,0.76
NYC,2023-01-12 18:21,11.11,89.13,M,4.60,2.54
NYC,2023-01-12 18:32,11.11,92.86,140.00,8.05,3.05
NYC,2023-01-12 18:51,11.11,92.86,M,M,3.05
NYC,2023-01-12 18:55,11.11,92.86,140.00,10.35,0.76
NYC,2023-01-12 19:05,11.11,92.86,M,5.75,1.52
NYC,2023-01-12 19:49,11.00,100.00,180.00,6.90,1.78
NYC,2023-01-12 19:51,11.11,96.73,150.00,8.05,1.78
NYC,2023-01-12 20:47,12.00,93.60,M,3.45,0.76
NYC,2023-01-12 20:51,11.67,92.89,150.00,4.60,0.76
NYC,2023-01-12 21:01,11.67,92.89,160.00,8.05,0.51
NYC,2023-01-12 21:12,11.67,92.89,160.00,9.20,1.02
NYC,2023-01-12 21:51,12.22,92.92,M,5.75,1.02
NYC,2023-01-12 22:19,12.22,92.92,150.00,8.05,T
NYC,2023-01-12 22:51,12.22,92.92,M,5.75,T
NYC,2023-01-12 22:58,12.22,92.92,M,5.75,0.00
NYC,2023-01-12 23:51,12.22,89.88,M,5.75,0.00
NYC,2023-01-13 00:08,12.22,89.88,M,5.75,0.00
NYC,2023-01-13 00:51,12.78,86.66,140.00,6.90,T
NYC,2023-01-13 01:12,12.78,89.59,140.00,4.60,1.52
NYC,2023-01-13 01:19,12.22,92.92,120.00,6.90,1.52
NYC,2023-01-13 01:51,11.11,92.86,140.00,9.20,2.03
NYC,2023-01-13 02:37,12.78,93.29,M,M,0.00
NYC,2023-01-13 02:44,13.33,90.29,190.00,6.90,0.00
NYC,2023-01-13 02:51,13.33,90.29,0.00,0.00,0.00
NYC,2023-01-13 03:04,13.33,90.29,180.00,5.75,0.00
NYC,2023-01-13 03:20,13.89,86.77,M,4.60,0.00
NYC,2023-01-13 03:51,13.33,86.71,M,3.45,0.00
NYC,2023-01-13 04:51,11.67,89.18,130.00,6.90,0.00
NYC,2023-01-13 05:05,11.67,89.18,130.00,5.75,0.00
NYC,2023-01-13 05:51,11.67,85.59,160.00,4.60,0.00
NYC,2023-01-13 06:51,11.67,89.18,160.00,4.60,0.25
NYC,2023-01-13 07:51,11.67,89.18,M,5.75,T
NYC,2023-01-13 08:51,11.67,85.59,M,4.60,0.00
NYC,2023-01-13 09:04,11.67,89.18,0.00,0.00,0.00
NYC,2023-01-13 09:33,12.22,86.29,210.00,6.90,0.00
NYC,2023-01-13 09:51,12.78,83.20,220.00,3.45,0.00
NYC,2023-01-13 10:51,13.33,80.52,0.00,0.00,0.00
NYC,2023-01-13 11:49,13.00,76.66,250.00,11.50,T
NYC,2023-01-13 11:51,12.22,82.82,260.00,9.20,T
NYC,2023-01-13 12:51,12.22,74.26,M,M,T
NYC,2023-01-13 13:00,12.22,74.26,230.00,5.75,0.00
NYC,2023-01-13 13:40,10.56,71.19,300.00,12.65,0.00
