station,valid,tmpc,relh,drct,sped,p01m
NYC,2023-06-14 13:36,17.78,83.78,M,3.45,1.78
NYC,2023-06-14 13:43,17.78,87.14,220.00,4.60,1.78
NYC,2023-06-14 13:51,17.78,87.14,M,3.45,1.78
NYC,2023-06-14 14:51,17.78,83.78,270.00,10.35,T
NYC,2023-06-14 15:51,20.56,73.03,M,4.60,T
NYC,2023-06-14 16:51,21.11,63.37,M,4.60,0.00
NYC,2023-06-14 17:14,19.44,72.81,240.00,9.20,0.76
NYC,2023-06-14 17:22,17.78,80.54,M,5.75,1.78
NYC,2023-06-14 17:29,18.33,81.19,M,3.45,1.78
NYC,2023-06-14 17:51,18.33,75.56,260.00,4.60,1.78
NYC,2023-06-14 18:51,20.00,60.86,280.00,9.20,0.00
NYC,2023-06-14 19:51,20.00,56.55,280.00,8.05,0.00
NYC,2023-06-14 20:51,19.44,54.54,280.00,11.50,0.00
NYC,2023-06-14 21:51,18.89,60.60,M,5.75,0.00
NYC,2023-06-14 22:51,18.33,62.96,M,5.75,0.00
NYC,2023-06-14 23:51,17.78,64.97,M,4.60,0.00
NYC,2023-06-15 00:51,17.22,70.07,M,6.90,0.00
NYC,2023-06-15 01:51,17.22,70.07,M,4.60,0.00
NYC,2023-06-15 02:51,16.67,69.46,M,M,0.00
NYC,2023-06-15 03:51,16.11,75.20,M,3.45,0.00
NYC,2023-06-15 04:51,16.11,72.22,M,3.45,0.00
NYC,2023-06-15 05:51,16.11,72.22,M,4.60,0.00
NYC,2023-06-15 06:51,16.67,72.33,260.00,5.75,0.00
NYC,2023-06-15 07:51,17.78,67.66,M,5.75,0.00
NYC,2023-06-15 08:51,18.89,63.10,280.00,10.35,0.00
NYC,2023-06-15 09:51,20.00,58.88,M,6.90,0.00
NYC,2023-06-15 10:51,21.11,52.80,M,3.45,0.00
NYC,2023-06-15 11:51,21.67,54.73,280.00,6.90,0.00
NYC,2023-06-15 12:51,21.67,54.73,M,4.60,0.00
NYC,2023-06-15 13:51,22.78,51.33,M,3.45,0.00
NYC,2023-06-15 14:51,23.89,47.99,M,M,0.00
NYC,2023-06-15 15:51,24.44,46.57,M,5.75,0.00
NYC,2023-06-15 16:51,24.44,46.57,260.00,9.20,0.00
NYC,2023-06-15 17:51,24.44,46.57,270.00,8.05,0.00
NYC,2023-06-15 18:51,25.00,43.44,280.00,9.20,0.00
NYC,2023-06-15 19:51,24.44,45.06,M,5.75,0.00
NYC,2023-06-15 20:51,23.33,48.18,280.00,3.45,0.00
NYC,2023-06-15 21:51,22.78,47.69,M,5.75,0.00
NYC,2023-06-15 22:51,22.22,51.37,0.00,0.00,0.00
NYC,2023-06-15 23:51,21.11,54.98,280.00,3.45,0.00
NYC,2023-06-16 00:51,20.56,58.60,0.00,0.00,0.00
NYC,2023-06-16 01:51,20.56,58.60,M,3.45,0.00
NYC,2023-06-16 02:51,20.00,60.86,0.00,0.00,0.00
NYC,2023-06-16 03:51,20.56,58.60,0.00,0.00,0.00
NYC,2023-06-16 04:51,18.89,67.64,0.00,0.00,0.00
NYC,2023-06-16 05:51,18.89,67.64,0.00,0.00,0.00
NYC,2023-06-16 06:51,20.00,60.86,0.00,0.00,0.00
NYC,2023-06-16 07:51,20.56,60.78,0.00,0.00,0.00
NYC,2023-06-16 08:51,22.22,55.06,0.00,0.00,0.00
NYC,2023-06-16 09:51,23.89,44.59,240.00,3.45,0.00
NYC,2023-06-16 10:51,25.00,40.36,0.00,0.00,0.00
NYC,2023-06-16 11:51,25.56,38.92,M,5.75,0.00
NYC,2023-06-16 12:51,24.44,43.28,200.00,3.45,0.00
NYC,2023-06-16 13:51,18.33,87.18,200.00,8.05,1.27
NYC,2023-06-16 14:21,17.78,89.97,M,5.75,1.27
NYC,2023-06-16 14:51,17.78,93.54,110.00,5.75,3.81
NYC,2023-06-16 15:04,17.22,93.18,70.00,5.75,0.51
NYC,2023-06-16 15:17,17.22,93.18,0.00,0.00,0.76
NYC,2023-06-16 15:27,17.22,93.18,M,4.60,0.76
NYC,2023-06-16 15:36,17.22,93.18,M,3.45,0.76
NYC,2023-06-16 15:51,17.78,93.54,M,3.45,0.76
NYC,2023-06-16 16:51,18.89,81.27,M,4.60,0.00
NYC,2023-06-16 17:51,20.00,67.86,100.00,5.75,0.00
NYC,2023-06-16 18:51,19.44,67.74,0.00,0.00,0.00
NYC,2023-06-16 19:51,19.44,67.74,0.00,0.00,0.00
NYC,2023-06-16 20:14,19.44,67.74,80.00,3.45,0.00
NYC,2023-06-16 20:51,18.89,72.72,50.00,6.90,0.00
NYC,2023-06-16 21:27,18.33,78.05,M,4.60,0.00
NYC,2023-06-16 21:51,18.33,78.05,50.00,5.75,0.00
NYC,2023-06-16 22:51,18.89,72.72,70.00,3.45,0.00
NYC,2023-06-16 23:51,17.78,74.93,50.00,3.45,0.00
NYC,2023-06-17 00:51,17.78,77.97,0.00,0.00,0.00
NYC,2023-06-17 01:30,17.78,77.97,350.00,5.75,0.00
NYC,2023-06-17 01:51,17.78,80.54,0.00,0.00,0.00
NYC,2023-06-17 02:51,17.22,83.42,300.00,3.45,0.00
NYC,2023-06-17 02:59,17.22,83.42,M,3.45,0.00
NYC,2023-06-17 03:51,16.67,83.36,0.00,0.00,0.00
NYC,2023-06-17 04:51,16.67,83.36,300.00,4.60,0.00
NYC,2023-06-17 05:51,17.22,80.76,0.00,0.00,0.00
NYC,2023-06-17 06:51,17.22,80.76,0.00,0.00,0.00
NYC,2023-06-17 07:51,17.78,74.93,300.00,4.60,0.00
NYC,2023-06-17 08:51,18.33,70.28,M,4.60,0.00
NYC,2023-06-17 09:51,20.00,65.22,M,M,0.00
NYC,2023-06-17 10:51,21.11,58.94,M,3.45,0.00
NYC,2023-06-17 11:51,22.22,51.37,M,M,0.00
NYC,2023-06-17 12:51,23.89,43.14,M,6.90,0.00
NYC,2023-06-17 13:51,24.44,33.30,310.00,9.20,0.00
NYC,2023-06-17 14:51,25.00,33.34,M,6.90,0.00
NYC,2023-06-17 15:51,23.89,38.43,310.00,8.05,0.00
NYC,2023-06-17 16:51,23.89,38.43,250.00,8.05,0.00
NYC,2023-06-17 17:51,22.22,39.42,20.00,8.05,0.00
NYC,2023-06-17 18:51,19.44,54.54,M,6.90,T
NYC,2023-06-17 19:51,19.44,56.82,0.00,0.00,T
NYC,2023-06-17 20:51,19.44,61.16,290.00,4.60,0.00
NYC,2023-06-17 21:51,19.44,58.74,M,4.60,0.00
NYC,2023-06-17 22:51,19.44,58.74,M,4.60,0.00
NYC,2023-06-17 23:51,19.44,54.54,M,6.90,0.00
NYC,2023-06-18 00:51,19.44,54.54,290.00,3.45,0.00
NYC,2023-06-18 01:51,18.89,56.27,M,4.60,0.00
NYC,2023-06-18 02:51,18.33,56.12,M,5.75,0.00
NYC,2023-06-18 03:51,17.78,60.34,270.00,4.60,0.00
NYC,2023-06-18 04:51,17.22,62.49,M,4.60,0.00
NYC,2023-06-18 05:51,17.22,59.98,M,4.60,0.00
NYC,2023-06-18 06:51,17.78,57.91,M,6.90,0.00
NYC,2023-06-18 07:51,18.89,60.60,M,5.75,0.00
NYC,2023-06-18 08:51,20.56,54.45,M,4.60,0.00
NYC,2023-06-18 09:51,21.67,50.86,M,6.90,0.00
NYC,2023-06-18 10:51,22.78,51.33,300.00,10.35,0.00
NYC,2023-06-18 11:51,23.89,47.99,M,5.75,0.00
NYC,2023-06-18 12:51,25.00,44.90,M,4.60,0.00
NYC,2023-06-18 13:51,23.89,47.99,270.00,4.60,0.00
NYC,2023-06-18 14:51,25.56,41.89,M,M,0.00
NYC,2023-06-18 15:51,26.11,40.67,300.00,8.05,0.00
NYC,2023-06-18 16:51,26.67,37.67,M,3.45,0.00
NYC,2023-06-18 17:51,26.11,39.06,M,4.60,0.00
NYC,2023-06-18 18:51,25.00,43.44,M,3.45,0.00
NYC,2023-06-18 19:51,25.00,40.36,M,3.45,0.00
NYC,2023-06-18 20:51,23.89,46.44,0.00,0.00,0.00
NYC,2023-06-18 21:51,22.22,53.09,0.00,0.00,0.00
NYC,2023-06-18 22:51,22.78,53.23,0.00,0.00,0.00
NYC,2023-06-18 23:51,22.22,55.06,0.00,0.00,0.00
NYC,2023-06-19 00:51,21.11,58.94,300.00,3.45,0.00
NYC,2023-06-19 01:51,20.00,67.86,20.00,3.45,0.00
NYC,2023-06-19 02:51,20.56,65.35,M,4.60,0.00
NYC,2023-06-19 03:51,19.44,70.49,M,3.45,0.00
NYC,2023-06-19 04:51,19.44,67.74,M,5.75,0.00
NYC,2023-06-19 05:51,18.89,69.88,60.00,3.45,0.00
NYC,2023-06-19 06:51,18.89,69.88,M,4.60,0.00
NYC,2023-06-19 07:51,20.00,63.12,M,4.60,0.00
NYC,2023-06-19 08:51,21.11,58.94,70.00,5.75,0.00
NYC,2023-06-19 09:51,21.67,58.65,50.00,8.05,0.00
NYC,2023-06-19 10:51,22.78,57.23,M,5.75,0.00
NYC,2023-06-19 11:51,24.44,53.64,50.00,6.90,0.00
NYC,2023-06-19 12:51,25.56,46.40,100.00,5.75,0.00
NYC,2023-06-19 13:51,26.11,45.04,90.00,6.90,0.00
NYC,2023-06-19 14:51,27.22,45.34,M,3.45,0.00
NYC,2023-06-19 15:51,25.00,57.77,M,M,0.00
NYC,2023-06-19 16:51,24.44,58.04,M,3.45,0.00
NYC,2023-06-19 17:51,24.44,58.04,0.00,0.00,0.00
NYC,2023-06-19 18:51,22.78,63.96,0.00,0.00,0.00
NYC,2023-06-19 19:51,22.78,57.23,M,4.60,0.00
NYC,2023-06-19 20:51,21.11,65.45,0.00,0.00,0.00
NYC,2023-06-19 21:51,20.00,70.10,M,3.45,0.00
NYC,2023-06-19 22:51,20.00,70.10,0.00,0.00,0.00
NYC,2023-06-19 23:51,19.44,75.74,0.00,0.00,0.00
NYC,2023-06-20 00:51,19.44,78.77,M,3.45,0.00
NYC,2023-06-20 01:11,19.44,78.77,M,6.90,0.00
NYC,2023-06-20 01:19,19.44,78.77,90.00,5.75,0.00
NYC,2023-06-20 01:51,18.89,78.14,M,5.75,0.00
NYC,2023-06-20 02:51,18.33,81.19,70.00,5.75,0.00
NYC,2023-06-20 03:04,18.33,81.19,70.00,6.90,0.00
NYC,2023-06-20 03:51,18.33,81.19,70.00,5.75,0.00
NYC,2023-06-20 04:51,17.78,80.54,50.00,5.75,0.00
NYC,2023-06-20 05:51,17.78,80.54,M,4.60,0.00
NYC,2023-06-20 06:51,17.78,80.54,0.00,0.00,0.00
NYC,2023-06-20 07:51,18.33,78.05,50.00,6.90,0.00
NYC,2023-06-20 08:31,18.89,75.12,50.00,5.75,0.00
NYC,2023-06-20 08:51,19.44,72.81,M,4.60,0.00
NYC,2023-06-20 09:51,19.44,72.81,90.00,6.90,0.00
NYC,2023-06-20 10:51,21.11,68.09,M,6.90,0.00
NYC,2023-06-20 11:49,23.00,60.67,M,5.75,0.00
NYC,2023-06-20 11:51,22.78,61.50,M,5.75,0.00
NYC,2023-06-20 12:22,23.33,59.66,M,5.75,0.00
NYC,2023-06-20 12:51,23.89,59.81,40.00,6.90,0.00
NYC,2023-06-20 13:02,24.44,55.80,60.00,5.75,0.00
NYC,2023-06-20 13:51,25.00,53.80,M,6.90,0.00
NYC,2023-06-20 14:51,25.00,51.72,0.00,0.00,0.00
NYC,2023-06-20 15:51,24.44,55.80,0.00,0.00,0.00
NYC,2023-06-20 16:51,23.33,53.36,M,4.60,0.00
NYC,2023-06-20 17:51,23.33,48.18,M,4.60,0.00
NYC,2023-06-20 18:51,22.78,47.69,M,3.45,0.00
NYC,2023-06-20 19:51,21.67,49.20,100.00,9.20,0.00
NYC,2023-06-20 20:51,21.11,47.06,M,3.45,0.00
NYC,2023-06-20 21:51,20.56,48.53,60.00,6.90,0.00
NYC,2023-06-20 22:51,19.44,54.54,60.00,6.90,0.00
NYC,2023-06-20 23:51,18.33,65.56,70.00,10.35,0.00
NYC,2023-06-21 00:51,17.78,72.52,70.00,8.05,0.00
NYC,2023-06-21 01:51,17.22,75.11,60.00,6.90,0.00
NYC,2023-06-21 02:51,17.22,75.11,70.00,12.65,0.00
NYC,2023-06-21 03:22,16.67,74.75,60.00,12.65,0.00
NYC,2023-06-21 03:51,16.67,74.75,60.00,10.35,0.00
NYC,2023-06-21 04:51,16.67,74.75,60.00,10.35,0.00
NYC,2023-06-21 05:51,16.67,77.53,70.00,9.20,0.00
NYC,2023-06-21 06:51,16.67,74.75,60.00,14.95,0.00
NYC,2023-06-21 07:51,16.67,74.75,70.00,14.95,0.00
NYC,2023-06-21 08:51,17.22,72.42,50.00,11.50,0.00
NYC,2023-06-21 09:33,18.33,67.76,70.00,13.80,0.00
NYC,2023-06-21 09:51,18.33,67.76,60.00,16.10,0.00
NYC,2023-06-21 10:51,19.44,65.56,50.00,14.95,0.00
NYC,2023-06-21 11:51,20.00,60.86,60.00,12.65,0.00
NYC,2023-06-21 12:51,20.56,60.78,50.00,10.35,0.00
NYC,2023-06-21 13:51,20.56,58.60,60.00,12.65,0.00
NYC,2023-06-21 14:51,21.11,56.82,70.00,10.35,0.00
NYC,2023-06-21 15:51,22.22,53.09,60.00,11.50,0.00
NYC,2023-06-21 16:51,21.67,54.73,M,5.75,0.00
NYC,2023-06-21 17:51,21.67,54.73,60.00,10.35,0.00
NYC,2023-06-21 18:51,21.11,54.98,50.00,11.50,0.00
NYC,2023-06-21 19:51,20.56,58.60,60.00,8.05,0.00
NYC,2023-06-21 20:51,19.44,65.56,M,4.60,0.00
NYC,2023-06-21 21:51,19.44,63.21,60.00,8.05,0.00
NYC,2023-06-21 22:51,18.89,54.01,M,3.45,0.00
NYC,2023-06-21 23:51,18.33,56.12,M,4.60,0.00
NYC,2023-06-22 00:51,17.78,60.34,M,6.90,0.00
NYC,2023-06-22 01:51,17.78,57.91,60.00,12.65,0.00
NYC,2023-06-22 02:51,17.22,62.49,70.00,8.05,0.00
NYC,2023-06-22 03:51,17.22,67.29,60.00,9.20,T
NYC,2023-06-22 04:32,16.11,75.20,50.00,11.50,T
NYC,2023-06-22 04:51,15.56,80.25,60.00,10.35,T
NYC,2023-06-22 05:20,15.56,83.23,60.00,12.65,T
NYC,2023-06-22 05:51,16.11,80.61,70.00,9.20,T
NYC,2023-06-22 06:27,16.11,80.61,M,5.75,0.00
NYC,2023-06-22 06:42,16.11,83.29,70.00,9.20,0.00
NYC,2023-06-22 06:51,16.11,83.29,60.00,16.10,T
NYC,2023-06-22 07:13,16.11,83.29,60.00,13.80,T
NYC,2023-06-22 07:26,16.11,83.29,M,6.90,T
NYC,2023-06-22 07:38,15.56,85.99,50.00,8.05,T
NYC,2023-06-22 07:49,16.00,82.37,50.00,9.20,T
NYC,2023-06-22 07:51,15.56,85.99,40.00,11.50,T
NYC,2023-06-22 08:49,17.00,77.29,60.00,16.10,T
NYC,2023-06-22 08:51,16.67,77.53,50.00,12.65,T
NYC,2023-06-22 09:51,16.11,80.61,60.00,10.35,0.00
NYC,2023-06-22 10:11,16.11,83.29,70.00,9.20,0.00
NYC,2023-06-22 10:49,17.00,77.29,M,5.75,0.00
NYC,2023-06-22 10:52,17.00,77.29,M,6.90,0.00
NYC,2023-06-22 10:58,17.22,75.11,70.00,8.05,0.00
NYC,2023-06-22 11:21,17.22,75.11,60.00,11.50,0.00
NYC,2023-06-22 11:51,17.22,75.11,M,6.90,0.00
NYC,2023-06-22 12:00,17.78,72.52,50.00,11.50,0.00
NYC,2023-06-22 12:51,17.78,72.52,60.00,13.80,0.00
NYC,2023-06-22 13:51,18.89,67.64,70.00,16.10,0.00
NYC,2023-06-22 14:00,18.89,67.64,60.00,11.50,0.00
NYC,2023-06-22 14:48,19.00,68.15,70.00,13.80,0.00
NYC,2023-06-22 14:51,19.44,65.56,60.00,13.80,0.00
NYC,2023-06-22 15:13,20.00,65.22,70.00,9.20,0.00
NYC,2023-06-22 15:51,20.56,62.80,70.00,11.50,0.00
NYC,2023-06-22 16:51,21.11,60.89,70.00,12.65,0.00
NYC,2023-06-22 17:03,21.11,60.89,60.00,9.20,0.00
NYC,2023-06-22 17:51,21.67,61.04,M,6.90,0.00
NYC,2023-06-22 18:49,22.00,60.44,M,5.75,0.00
NYC,2023-06-22 18:51,21.67,61.04,40.00,4.60,0.00
NYC,2023-06-22 19:49,21.00,64.26,70.00,8.05,0.00
NYC,2023-06-22 19:51,21.11,65.45,M,5.75,0.00
NYC,2023-06-22 20:51,20.56,70.21,50.00,5.75,0.00
NYC,2023-06-22 21:51,20.00,72.92,0.00,0.00,0.00
NYC,2023-06-22 22:51,19.44,75.74,0.00,0.00,0.00
NYC,2023-06-22 23:51,19.44,75.74,60.00,4.60,0.00
NYC,2023-06-23 00:51,19.44,78.77,110.00,3.45,0.00
NYC,2023-06-23 01:51,19.44,78.77,0.00,0.00,0.00
NYC,2023-06-23 02:38,18.89,83.91,0.00,0.00,0.00
NYC,2023-06-23 02:51,18.89,83.91,0.00,0.00,0.00
NYC,2023-06-23 03:51,18.89,83.91,0.00,0.00,0.00
NYC,2023-06-23 04:22,18.33,84.44,0.00,0.00,0.00
NYC,2023-06-23 04:35,18.33,87.18,0.00,0.00,0.00
NYC,2023-06-23 04:51,18.33,87.18,0.00,0.00,0.00
NYC,2023-06-23 05:51,18.89,81.27,0.00,0.00,0.00
NYC,2023-06-23 06:14,18.89,83.91,0.00,0.00,0.00
NYC,2023-06-23 06:24,18.89,83.91,M,3.45,0.00
NYC,2023-06-23 06:49,19.00,82.74,M,3.45,0.00
NYC,2023-06-23 06:51,18.89,83.91,90.00,3.45,0.00
NYC,2023-06-23 07:09,18.89,83.91,120.00,4.60,0.00
NYC,2023-06-23 07:51,19.44,81.33,0.00,0.00,0.00
NYC,2023-06-23 08:51,19.44,81.33,M,M,0.00
NYC,2023-06-23 09:51,20.00,78.30,M,3.45,0.00
NYC,2023-06-23 10:24,20.00,81.41,0.00,0.00,T
NYC,2023-06-23 10:37,19.44,87.28,100.00,5.75,0.51
NYC,2023-06-23 10:49,19.00,88.18,0.00,0.00,0.76
NYC,2023-06-23 10:51,19.44,87.28,M,3.45,0.76
NYC,2023-06-23 11:15,19.44,90.40,M,5.75,0.25
NYC,2023-06-23 11:20,19.44,90.40,M,4.60,0.25
NYC,2023-06-23 11:32,19.44,90.40,M,4.60,0.25
NYC,2023-06-23 11:41,18.89,93.26,M,5.75,0.25
NYC,2023-06-23 11:51,19.44,90.40,M,4.60,0.25
NYC,2023-06-23 12:49,19.00,93.92,0.00,0.00,T
NYC,2023-06-23 12:51,19.44,90.40,M,6.90,T
NYC,2023-06-23 13:35,20.00,89.81,0.00,0.00,0.00
NYC,2023-06-23 13:51,20.00,89.81,M,4.60,0.00
NYC,2023-06-23 14:51,20.56,86.48,60.00,4.60,0.00
NYC,2023-06-23 15:06,20.56,86.48,60.00,5.75,T
NYC,2023-06-23 15:24,20.56,89.86,60.00,4.60,T
NYC,2023-06-23 15:32,20.56,89.86,M,3.45,T
NYC,2023-06-23 15:46,20.00,88.26,M,3.45,T
NYC,2023-06-23 15:51,20.00,89.81,M,6.90,T
NYC,2023-06-23 16:42,20.56,89.86,110.00,4.60,0.00
NYC,2023-06-23 16:51,20.56,89.86,M,3.45,0.00
NYC,2023-06-23 17:51,21.11,87.14,M,4.60,0.00
NYC,2023-06-23 18:51,21.67,86.59,M,3.45,0.00
NYC,2023-06-23 19:48,21.00,88.34,M,M,0.00
NYC,2023-06-23 19:51,21.67,83.93,M,M,0.00
NYC,2023-06-23 20:16,21.67,83.93,M,3.45,0.00
NYC,2023-06-23 20:51,21.11,87.14,M,M,0.00
NYC,2023-06-23 21:37,21.11,87.14,M,4.60,0.00
NYC,2023-06-23 21:51,21.11,87.14,M,4.60,0.00
NYC,2023-06-23 22:51,21.11,87.14,M,3.45,0.00
NYC,2023-06-23 23:51,21.11,87.14,M,5.75,0.00
NYC,2023-06-24 00:51,20.56,89.86,M,M,0.00
NYC,2023-06-24 01:51,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 02:51,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 03:21,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 03:38,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 03:51,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 04:05,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 04:27,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-24 04:51,20.56,89.86,0.00,0.00,0.25
NYC,2023-06-24 05:51,20.56,89.86,0.00,0.00,0.51
NYC,2023-06-24 06:29,20.56,92.71,0.00,0.00,0.25
NYC,2023-06-24 06:49,21.00,88.34,0.00,0.00,0.25
NYC,2023-06-24 06:51,20.56,92.71,0.00,0.00,0.25
NYC,2023-06-24 07:51,21.11,93.37,0.00,0.00,T
NYC,2023-06-24 08:21,21.11,93.37,0.00,0.00,0.25
NYC,2023-06-24 08:30,21.67,89.94,0.00,0.00,0.76
NYC,2023-06-24 08:39,21.67,93.40,0.00,0.00,0.76
NYC,2023-06-24 08:51,21.67,93.40,0.00,0.00,0.76
NYC,2023-06-24 08:58,21.67,93.40,0.00,0.00,0.00
NYC,2023-06-24 09:07,21.67,89.94,0.00,0.00,0.00
NYC,2023-06-24 09:51,22.22,90.59,0.00,0.00,T
NYC,2023-06-24 10:51,22.78,90.32,0.00,0.00,T
NYC,2023-06-24 11:49,23.00,88.51,M,3.45,0.00
NYC,2023-06-24 11:51,23.33,87.63,0.00,0.00,0.00
NYC,2023-06-24 12:51,25.56,76.19,200.00,3.45,0.00
NYC,2023-06-24 13:31,24.44,79.47,0.00,0.00,0.00
NYC,2023-06-24 13:49,24.00,83.32,0.00,0.00,0.00
NYC,2023-06-24 13:51,23.89,81.90,0.00,0.00,0.00
NYC,2023-06-24 14:12,25.00,76.62,0.00,0.00,0.00
NYC,2023-06-24 14:51,23.89,81.90,0.00,0.00,0.00
NYC,2023-06-24 15:51,25.00,76.62,M,4.60,0.00
NYC,2023-06-24 16:51,25.56,71.14,M,M,0.00
NYC,2023-06-24 17:51,25.00,73.78,0.00,0.00,0.00
NYC,2023-06-24 18:51,25.00,71.03,0.00,0.00,0.00
NYC,2023-06-24 19:51,23.89,78.86,0.00,0.00,0.00
NYC,2023-06-24 20:51,23.33,81.82,0.00,0.00,0.00
NYC,2023-06-24 21:51,23.33,84.97,0.00,0.00,0.00
NYC,2023-06-24 22:51,23.33,87.63,0.00,0.00,0.00
NYC,2023-06-24 23:51,22.78,87.59,60.00,3.45,0.00
NYC,2023-06-25 00:51,23.33,84.97,240.00,3.45,0.00
NYC,2023-06-25 01:51,23.33,84.97,M,3.45,0.00
NYC,2023-06-25 02:51,22.78,84.34,240.00,4.60,0.00
NYC,2023-06-25 03:51,22.22,83.99,0.00,0.00,0.00
NYC,2023-06-25 04:51,21.67,83.93,0.00,0.00,0.00
NYC,2023-06-25 05:51,21.67,83.93,0.00,0.00,0.00
NYC,2023-06-25 06:51,22.78,78.70,0.00,0.00,0.00
NYC,2023-06-25 07:51,23.89,73.59,60.00,3.45,0.00
NYC,2023-06-25 08:51,24.44,73.68,50.00,3.45,0.00
NYC,2023-06-25 09:51,25.56,68.49,50.00,3.45,0.00
NYC,2023-06-25 10:51,27.22,62.28,40.00,3.45,0.00
NYC,2023-06-25 11:51,26.67,64.14,60.00,5.75,0.00
NYC,2023-06-25 12:51,28.89,58.69,M,3.45,0.00
NYC,2023-06-25 13:51,25.56,71.14,0.00,0.00,0.00
NYC,2023-06-25 14:51,25.00,73.78,0.00,0.00,0.00
NYC,2023-06-25 15:51,27.22,67.18,M,M,0.00
NYC,2023-06-25 16:51,26.67,69.18,M,M,0.00
NYC,2023-06-25 17:51,25.56,71.14,0.00,0.00,0.00
NYC,2023-06-25 18:51,25.56,71.14,0.00,0.00,T
NYC,2023-06-25 19:51,24.44,76.53,M,M,0.00
NYC,2023-06-25 20:51,23.89,75.92,0.00,0.00,0.00
NYC,2023-06-25 21:51,22.78,81.20,0.00,0.00,0.00
NYC,2023-06-25 22:51,22.22,83.99,0.00,0.00,0.00
NYC,2023-06-25 23:51,22.22,87.24,0.00,0.00,0.00
NYC,2023-06-26 00:51,21.67,89.94,0.00,0.00,0.00
NYC,2023-06-26 01:51,21.11,89.90,0.00,0.00,0.00
NYC,2023-06-26 02:51,21.11,89.90,0.00,0.00,0.00
NYC,2023-06-26 03:51,21.11,89.90,0.00,0.00,0.00
NYC,2023-06-26 04:51,21.11,89.90,0.00,0.00,0.00
NYC,2023-06-26 05:51,21.67,89.94,50.00,4.60,0.00
NYC,2023-06-26 06:21,21.67,86.59,40.00,4.60,0.00
NYC,2023-06-26 06:51,21.67,86.59,50.00,4.60,0.00
NYC,2023-06-26 07:25,22.78,81.20,M,4.60,0.00
NYC,2023-06-26 07:48,22.00,83.09,M,5.75,0.00
NYC,2023-06-26 07:51,22.22,83.99,M,5.75,0.00
NYC,2023-06-26 08:25,22.78,81.20,60.00,8.05,0.00
NYC,2023-06-26 08:51,23.33,78.77,M,4.60,0.00
NYC,2023-06-26 09:51,25.00,73.78,M,M,0.00
NYC,2023-06-26 10:49,23.00,88.51,M,3.45,0.51
NYC,2023-06-26 10:51,22.22,90.59,220.00,5.75,0.76
NYC,2023-06-26 11:04,22.22,90.59,0.00,0.00,2.54
NYC,2023-06-26 11:18,22.22,93.43,M,3.45,4.83
NYC,2023-06-26 11:37,23.33,93.79,80.00,5.75,4.83
NYC,2023-06-26 11:51,23.33,90.97,M,M,4.83
NYC,2023-06-26 12:51,24.44,81.96,M,6.90,0.00
NYC,2023-06-26 13:38,23.33,87.63,M,3.45,T
NYC,2023-06-26 13:51,23.33,93.79,M,3.45,1.78
NYC,2023-06-26 13:58,23.89,93.51,0.00,0.00,0.25
NYC,2023-06-26 14:51,25.56,79.10,120.00,9.20,0.25
NYC,2023-06-26 15:51,24.44,81.96,M,6.90,0.00
NYC,2023-06-26 16:51,24.44,76.53,0.00,0.00,0.00
NYC,2023-06-26 17:51,23.33,81.82,0.00,0.00,0.00
NYC,2023-06-26 18:09,22.78,78.70,300.00,12.65,T
NYC,2023-06-26 18:28,22.22,78.35,M,3.45,T
NYC,2023-06-26 18:51,21.67,80.78,0.00,0.00,T
NYC,2023-06-26 19:51,21.67,78.28,M,5.75,0.00
NYC,2023-06-26 20:51,21.67,75.58,70.00,6.90,0.00
NYC,2023-06-26 21:27,21.67,75.58,70.00,6.90,0.00
NYC,2023-06-26 21:51,22.22,73.31,60.00,5.75,0.00
NYC,2023-06-26 22:28,22.22,78.35,100.00,4.60,0.00
NYC,2023-06-26 22:49,22.00,83.09,M,5.75,0.00
NYC,2023-06-26 22:51,22.22,81.41,M,3.45,0.00
NYC,2023-06-26 23:17,21.11,89.90,0.00,0.00,0.25
NYC,2023-06-26 23:36,20.56,89.86,60.00,3.45,1.52
NYC,2023-06-26 23:40,20.00,93.32,80.00,3.45,1.52
NYC,2023-06-26 23:51,20.56,89.86,70.00,4.60,1.52
NYC,2023-06-27 00:07,20.56,89.86,0.00,0.00,0.00
NYC,2023-06-27 00:27,20.56,92.71,0.00,0.00,0.00
NYC,2023-06-27 00:49,21.00,88.34,240.00,9.20,T
NYC,2023-06-27 00:51,20.56,92.71,230.00,9.20,1.27
NYC,2023-06-27 01:00,20.56,89.86,M,4.60,2.79
NYC,2023-06-27 01:04,20.56,89.86,0.00,0.00,2.79
NYC,2023-06-27 01:15,20.56,92.71,40.00,3.45,2.79
NYC,2023-06-27 01:32,20.00,93.32,0.00,0.00,2.79
NYC,2023-06-27 01:49,20.00,93.97,0.00,0.00,2.79
NYC,2023-06-27 01:51,20.00,93.32,0.00,0.00,2.79
NYC,2023-06-27 02:12,20.00,93.32,0.00,0.00,0.00
