station,valid,tmpc,relh,drct,sped,p01m
NYC,2022-01-02 14:51,12.78,77.21,360.00,6.90,0.00
NYC,2022-01-02 15:51,11.67,79.40,0.00,0.00,0.00
NYC,2022-01-02 16:37,10.56,79.54,M,3.45,0.00
NYC,2022-01-02 16:51,10.56,76.86,300.00,8.05,0.00
NYC,2022-01-02 17:51,9.44,68.51,310.00,10.35,0.00
NYC,2022-01-02 18:00,8.89,67.87,M,6.90,0.00
NYC,2022-01-02 18:51,7.78,65.52,M,6.90,T
NYC,2022-01-02 19:51,4.44,64.49,300.00,12.65,0.00
NYC,2022-01-02 20:51,3.33,67.20,M,5.75,0.00
NYC,2022-01-02 21:40,3.33,67.20,300.00,5.75,0.00
NYC,2022-01-02 21:51,3.33,67.20,M,5.75,0.00
NYC,2022-01-02 22:37,3.33,64.49,350.00,10.35,0.00
NYC,2022-01-02 22:51,3.33,64.49,M,3.45,0.00
NYC,2022-01-02 23:51,2.78,64.38,300.00,8.05,0.00
NYC,2022-01-03 00:51,2.78,61.50,290.00,8.05,0.00
NYC,2022-01-03 01:49,2.00,64.46,M,4.60,0.00
NYC,2022-01-03 01:51,2.22,63.98,280.00,4.60,0.00
NYC,2022-01-03 02:28,2.22,61.62,M,3.45,0.00
NYC,2022-01-03 02:48,2.00,64.46,350.00,4.60,0.00
NYC,2022-01-03 02:51,2.22,61.62,M,M,0.00
NYC,2022-01-03 03:51,1.11,60.83,30.00,14.95,0.00
NYC,2022-01-03 04:11,1.11,58.56,40.00,13.80,0.00
NYC,2022-01-03 04:51,0.56,60.71,30.00,6.90,0.00
NYC,2022-01-03 05:51,0.00,63.45,10.00,11.50,0.00
NYC,2022-01-03 06:51,-0.61,60.92,10.00,14.95,0.00
NYC,2022-01-03 07:51,-0.61,51.47,10.00,8.05,0.00
NYC,2022-01-03 08:51,-1.11,37.24,10.00,16.10,0.00
NYC,2022-01-03 09:51,-1.11,40.75,30.00,11.50,0.00
NYC,2022-01-03 10:51,-1.72,46.40,M,6.90,0.00
NYC,2022-01-03 11:51,-1.72,44.58,M,6.90,0.00
NYC,2022-01-03 12:51,-1.72,38.95,20.00,10.35,0.00
NYC,2022-01-03 13:51,-2.22,46.25,10.00,12.65,0.00
NYC,2022-01-03 14:51,-2.78,50.17,20.00,9.20,0.00
NYC,2022-01-03 15:51,-2.78,46.08,340.00,12.65,0.00
NYC,2022-01-03 16:51,-2.78,38.44,10.00,14.95,0.00
NYC,2022-01-03 17:51,-2.78,33.32,350.00,9.20,0.00
NYC,2022-01-03 18:51,-3.28,36.39,330.00,9.20,0.00
NYC,2022-01-03 19:51,-3.89,38.09,M,6.90,0.00
NYC,2022-01-03 20:51,-4.39,45.59,M,M,0.00
NYC,2022-01-03 21:51,-4.39,51.98,350.00,8.05,0.00
NYC,2022-01-03 22:51,-5.00,56.93,350.00,9.20,0.00
NYC,2022-01-03 23:51,-5.61,62.07,M,4.60,0.00
NYC,2022-01-04 00:51,-5.61,59.63,310.00,8.05,0.00
NYC,2022-01-04 01:51,-6.11,49.41,290.00,5.75,0.00
NYC,2022-01-04 02:51,-6.72,51.77,300.00,9.20,0.00
NYC,2022-01-04 03:51,-6.72,54.44,300.00,10.35,0.00
NYC,2022-01-04 04:51,-6.72,51.77,310.00,11.50,0.00
NYC,2022-01-04 05:51,-7.22,58.94,300.00,10.35,0.00
NYC,2022-01-04 06:51,-7.22,56.57,290.00,11.50,0.00
NYC,2022-01-04 07:51,-7.22,61.94,M,M,0.00
NYC,2022-01-04 08:51,-6.72,56.71,280.00,3.45,0.00
NYC,2022-01-04 09:51,-5.61,54.75,270.00,4.60,0.00
NYC,2022-01-04 10:51,-2.78,44.26,0.00,0.00,0.00
NYC,2022-01-04 11:51,-1.11,40.75,310.00,3.45,0.00
NYC,2022-01-04 12:51,-0.61,42.78,M,4.60,0.00
NYC,2022-01-04 13:51,0.00,42.96,M,4.60,0.00
NYC,2022-01-04 14:51,0.56,41.10,M,4.60,0.00
NYC,2022-01-04 15:51,1.11,39.65,250.00,6.90,0.00
NYC,2022-01-04 16:51,0.56,41.10,250.00,6.90,0.00
NYC,2022-01-04 17:51,0.56,42.77,250.00,3.45,0.00
NYC,2022-01-04 18:51,0.56,42.77,M,5.75,0.00
NYC,2022-01-04 19:51,0.56,42.77,240.00,8.05,0.00
NYC,2022-01-04 20:51,0.56,47.10,M,5.75,0.00
NYC,2022-01-04 21:51,0.00,51.20,M,5.75,0.00
NYC,2022-01-04 22:51,0.00,53.70,0.00,0.00,0.00
NYC,2022-01-04 23:51,-0.61,58.36,180.00,4.60,0.00
NYC,2022-01-05 00:51,0.00,53.70,M,4.60,0.00
NYC,2022-01-05 01:51,0.56,47.10,M,3.45,0.00
NYC,2022-01-05 02:51,0.56,63.06,230.00,4.60,0.00
NYC,2022-01-05 03:51,0.56,66.06,270.00,3.45,0.00
NYC,2022-01-05 04:51,0.56,69.17,250.00,5.75,T
NYC,2022-01-05 05:33,0.56,75.18,270.00,4.60,T
NYC,2022-01-05 05:49,1.00,80.36,290.00,3.45,0.25
NYC,2022-01-05 05:51,0.56,81.30,280.00,4.60,0.25
NYC,2022-01-05 06:51,0.56,84.36,0.00,0.00,0.51
NYC,2022-01-05 07:49,2.00,93.08,140.00,3.45,0.76
NYC,2022-01-05 07:51,1.67,92.32,140.00,3.45,0.76
NYC,2022-01-05 08:00,2.22,92.35,0.00,0.00,T
NYC,2022-01-05 08:13,2.22,96.49,0.00,0.00,T
NYC,2022-01-05 08:30,3.33,92.78,0.00,0.00,0.25
NYC,2022-01-05 08:46,3.00,93.14,130.00,3.45,0.25
NYC,2022-01-05 08:51,2.78,96.13,0.00,0.00,0.25
NYC,2022-01-05 09:01,3.89,95.78,M,4.60,0.00
NYC,2022-01-05 09:51,3.33,92.78,240.00,8.05,0.25
NYC,2022-01-05 10:20,3.33,92.78,240.00,10.35,0.25
NYC,2022-01-05 10:30,3.33,92.78,M,5.75,1.02
NYC,2022-01-05 10:37,3.33,92.78,240.00,10.35,1.52
NYC,2022-01-05 10:41,3.33,92.78,M,5.75,1.78
NYC,2022-01-05 10:48,4.00,86.79,M,6.90,1.78
NYC,2022-01-05 10:51,3.89,88.87,M,6.90,1.78
NYC,2022-01-05 11:01,3.89,92.45,M,3.45,0.25
NYC,2022-01-05 11:17,3.89,92.45,M,5.75,0.76
NYC,2022-01-05 11:37,4.44,89.27,210.00,10.35,1.27
NYC,2022-01-05 11:44,4.44,89.27,M,6.90,1.52
NYC,2022-01-05 11:51,4.44,89.27,230.00,8.05,1.52
NYC,2022-01-05 12:17,5.00,85.54,220.00,13.80,0.51
NYC,2022-01-05 12:51,6.11,88.71,M,M,0.51
NYC,2022-01-05 13:51,7.22,85.77,M,3.45,0.00
NYC,2022-01-05 14:51,7.78,82.58,M,4.60,0.00
NYC,2022-01-05 15:34,7.78,86.16,M,5.75,0.00
NYC,2022-01-05 15:51,7.78,82.58,200.00,6.90,0.00
NYC,2022-01-05 16:51,7.78,82.58,M,3.45,0.00
NYC,2022-01-05 17:12,8.33,79.82,M,6.90,0.00
NYC,2022-01-05 17:51,7.78,79.13,230.00,9.20,0.00
NYC,2022-01-05 18:51,7.78,79.13,240.00,6.90,0.00
NYC,2022-01-05 19:51,6.67,78.66,230.00,9.20,0.00
NYC,2022-01-05 20:51,6.67,78.66,M,5.75,0.00
NYC,2022-01-05 21:51,5.56,78.80,250.00,8.05,0.00
NYC,2022-01-05 22:51,5.56,78.80,240.00,6.90,0.00
NYC,2022-01-05 23:51,5.00,79.34,250.00,10.35,0.00
NYC,2022-01-06 00:51,4.44,79.25,230.00,5.75,0.00
NYC,2022-01-06 01:51,4.44,79.25,270.00,3.45,0.00
NYC,2022-01-06 02:51,3.89,79.17,M,3.45,0.00
NYC,2022-01-06 03:51,3.89,72.45,290.00,8.05,0.00
NYC,2022-01-06 04:51,3.89,66.79,280.00,6.90,0.00
NYC,2022-01-06 05:51,3.89,64.37,280.00,11.50,0.00
NYC,2022-01-06 06:51,3.33,52.13,280.00,10.35,0.00
NYC,2022-01-06 07:51,2.78,47.74,280.00,11.50,0.00
NYC,2022-01-06 08:51,2.78,45.73,280.00,10.35,0.00
NYC,2022-01-06 09:51,2.78,41.95,270.00,11.50,0.00
NYC,2022-01-06 10:51,2.78,38.44,270.00,8.05,0.00
NYC,2022-01-06 11:51,2.78,38.44,M,6.90,0.00
NYC,2022-01-06 12:51,2.78,36.63,280.00,8.05,0.00
NYC,2022-01-06 13:51,2.78,36.63,250.00,8.05,0.00
NYC,2022-01-06 14:51,3.33,35.35,M,4.60,0.00
NYC,2022-01-06 15:51,2.78,38.44,0.00,0.00,0.00
NYC,2022-01-06 16:51,2.22,41.96,0.00,0.00,0.00
NYC,2022-01-06 17:51,2.22,41.96,280.00,8.05,0.00
NYC,2022-01-06 18:51,1.67,43.49,M,3.45,0.00
NYC,2022-01-06 19:51,1.67,39.49,0.00,0.00,0.00
NYC,2022-01-06 20:51,1.67,41.44,20.00,5.75,0.00
NYC,2022-01-06 21:51,1.67,43.49,40.00,5.75,0.00
NYC,2022-01-06 22:51,1.67,45.22,M,5.75,0.00
NYC,2022-01-06 23:51,1.11,47.25,M,6.90,0.00
NYC,2022-01-07 00:51,-1.11,74.87,10.00,12.65,0.00
NYC,2022-01-07 01:27,-0.61,78.48,350.00,8.05,0.00
NYC,2022-01-07 01:49,-1.00,80.07,10.00,6.90,T
NYC,2022-01-07 01:51,-1.11,81.40,30.00,6.90,T
NYC,2022-01-07 02:07,-1.11,81.40,50.00,9.20,T
NYC,2022-01-07 02:23,-1.72,89.12,40.00,8.05,0.25
NYC,2022-01-07 02:32,-1.72,89.12,60.00,8.05,0.25
NYC,2022-01-07 02:34,-1.72,89.12,50.00,6.90,0.25
NYC,2022-01-07 02:41,-1.72,89.12,80.00,6.90,0.25
NYC,2022-01-07 02:48,-2.00,92.86,60.00,10.35,0.51
NYC,2022-01-07 02:51,-1.72,89.12,60.00,11.50,0.51
NYC,2022-01-07 03:49,-2.00,92.86,40.00,6.90,2.54
NYC,2022-01-07 03:51,-1.72,92.49,40.00,9.20,2.54
NYC,2022-01-07 04:07,-1.72,92.49,M,5.75,0.76
NYC,2022-01-07 04:42,-1.72,92.49,M,6.90,2.29
NYC,2022-01-07 04:51,-1.72,92.49,0.00,0.00,2.29
NYC,2022-01-07 05:51,-2.22,95.97,M,4.60,1.78
NYC,2022-01-07 06:01,-2.22,95.97,M,4.60,0.51
NYC,2022-01-07 06:34,-2.22,95.97,300.00,6.90,1.27
NYC,2022-01-07 06:38,-2.22,95.97,M,5.75,1.27
NYC,2022-01-07 06:49,-2.00,92.86,M,6.90,1.52
NYC,2022-01-07 06:51,-2.22,92.46,M,6.90,1.78
NYC,2022-01-07 07:11,-2.22,92.46,300.00,8.05,0.25
NYC,2022-01-07 07:51,-2.22,92.46,M,4.60,0.51
NYC,2022-01-07 08:48,-2.00,86.18,300.00,9.20,0.25
NYC,2022-01-07 08:51,-2.22,88.33,300.00,9.20,0.25
NYC,2022-01-07 09:11,-2.22,88.33,M,5.75,T
NYC,2022-01-07 09:49,-2.00,86.18,310.00,10.35,T
NYC,2022-01-07 09:51,-1.72,82.00,290.00,9.20,T
NYC,2022-01-07 10:51,-0.61,72.18,290.00,10.35,0.00
NYC,2022-01-07 11:06,0.00,65.92,M,5.75,T
NYC,2022-01-07 11:51,0.56,57.93,310.00,12.65,T
NYC,2022-01-07 12:51,0.56,53.40,290.00,9.20,0.00
NYC,2022-01-07 13:51,0.00,58.27,M,6.90,0.00
NYC,2022-01-07 14:51,0.56,47.10,290.00,11.50,0.00
NYC,2022-01-07 15:51,0.56,44.89,290.00,11.50,0.00
NYC,2022-01-07 16:51,-0.61,49.05,290.00,11.50,0.00
NYC,2022-01-07 17:51,-1.11,58.23,280.00,8.05,0.00
NYC,2022-01-07 18:51,-1.72,46.40,300.00,8.05,0.00
NYC,2022-01-07 19:51,-2.22,50.56,290.00,10.35,0.00
NYC,2022-01-07 20:51,-2.78,50.17,280.00,9.20,0.00
NYC,2022-01-07 21:51,-3.28,50.02,280.00,9.20,0.00
NYC,2022-01-07 22:51,-3.28,50.02,280.00,10.35,0.00
NYC,2022-01-07 23:51,-3.28,50.02,300.00,8.05,0.00
NYC,2022-01-08 00:51,-4.39,49.92,310.00,9.20,0.00
NYC,2022-01-08 01:51,-4.39,49.92,290.00,9.20,0.00
NYC,2022-01-08 02:51,-5.00,49.74,300.00,12.65,0.00
NYC,2022-01-08 03:51,-5.61,52.10,300.00,8.05,0.00
NYC,2022-01-08 04:51,-5.61,54.75,M,6.90,0.00
NYC,2022-01-08 05:51,-5.61,54.75,280.00,5.75,0.00
NYC,2022-01-08 06:51,-6.11,51.95,300.00,12.65,0.00
NYC,2022-01-08 07:51,-6.72,56.71,300.00,12.65,0.00
NYC,2022-01-08 08:51,-6.11,51.95,290.00,9.20,0.00
NYC,2022-01-08 09:51,-5.61,50.01,M,4.60,0.00
NYC,2022-01-08 10:51,-4.39,41.23,300.00,8.05,0.00
NYC,2022-01-08 11:51,-3.28,41.95,M,4.60,0.00
NYC,2022-01-08 12:51,-2.78,36.55,M,5.75,0.00
NYC,2022-01-08 13:51,-2.22,35.07,0.00,0.00,0.00
NYC,2022-01-08 14:51,-1.72,32.43,M,4.60,0.00
NYC,2022-01-08 15:51,-1.72,35.55,300.00,3.45,0.00
NYC,2022-01-08 16:51,-1.72,33.80,280.00,4.60,0.00
NYC,2022-01-08 17:51,-1.72,38.95,0.00,0.00,0.00
NYC,2022-01-08 18:51,-1.72,38.95,200.00,3.45,0.00
NYC,2022-01-08 19:51,-1.72,42.63,M,3.45,0.00
NYC,2022-01-08 20:51,-1.72,44.58,0.00,0.00,0.00
NYC,2022-01-08 21:51,-1.72,37.39,230.00,5.75,0.00
NYC,2022-01-08 22:51,-1.72,40.93,180.00,5.75,0.00
NYC,2022-01-08 23:51,-1.11,42.62,230.00,5.75,0.00
NYC,2022-01-09 00:51,-1.11,42.62,M,M,0.00
NYC,2022-01-09 01:51,-1.72,50.70,230.00,9.20,0.00
NYC,2022-01-09 02:51,-1.11,58.23,220.00,6.90,0.00
NYC,2022-01-09 03:51,-0.61,56.14,M,M,0.00
NYC,2022-01-09 04:51,0.00,58.27,220.00,10.35,0.00
NYC,2022-01-09 05:51,0.56,63.06,190.00,10.35,0.00
NYC,2022-01-09 06:51,1.11,63.72,220.00,13.80,0.00
NYC,2022-01-09 07:51,1.67,63.86,M,M,0.00
NYC,2022-01-09 08:51,2.22,58.85,M,6.90,0.00
NYC,2022-01-09 09:51,2.22,63.98,230.00,11.50,0.00
NYC,2022-01-09 10:51,2.78,64.38,220.00,9.20,T
NYC,2022-01-09 11:51,3.33,64.49,M,M,T
NYC,2022-01-09 12:42,3.33,67.20,M,3.45,T
NYC,2022-01-09 12:49,3.00,69.67,0.00,0.00,T
NYC,2022-01-09 12:51,3.33,67.20,M,M,T
NYC,2022-01-09 13:51,3.89,66.79,230.00,8.05,0.00
NYC,2022-01-09 14:34,3.89,69.85,M,5.75,0.00
NYC,2022-01-09 14:51,3.89,72.45,M,6.90,T
NYC,2022-01-09 15:51,3.89,75.75,M,5.75,T
NYC,2022-01-09 16:51,3.33,82.66,230.00,8.05,0.25
NYC,2022-01-09 17:31,3.33,85.69,M,3.45,T
NYC,2022-01-09 17:51,3.33,85.69,M,M,0.25
NYC,2022-01-09 18:51,3.33,89.53,220.00,9.20,0.76
NYC,2022-01-09 19:24,3.33,89.53,M,M,0.25
NYC,2022-01-09 19:51,3.33,89.53,260.00,8.05,0.25
NYC,2022-01-09 20:34,3.33,92.78,250.00,10.35,0.76
NYC,2022-01-09 20:51,3.33,89.53,M,5.75,0.76
NYC,2022-01-09 21:31,3.33,89.53,M,5.75,0.25
NYC,2022-01-09 21:51,3.89,85.76,240.00,8.05,0.25
NYC,2022-01-09 22:51,3.89,85.76,250.00,4.60,0.00
NYC,2022-01-09 23:51,3.89,85.76,270.00,9.20,0.00
NYC,2022-01-10 00:51,4.44,73.14,M,6.90,0.00
NYC,2022-01-10 01:51,3.89,72.45,M,5.75,0.00
NYC,2022-01-10 02:51,3.33,57.18,300.00,8.05,0.00
NYC,2022-01-10 03:51,1.67,47.43,300.00,12.65,0.00
NYC,2022-01-10 04:51,0.56,42.77,300.00,17.25,0.00
NYC,2022-01-10 05:51,-0.61,41.09,300.00,19.55,0.00
NYC,2022-01-10 06:51,-1.72,46.40,M,5.75,0.00
NYC,2022-01-10 07:51,-2.22,48.15,300.00,9.20,0.00
NYC,2022-01-10 08:51,-2.22,42.47,300.00,8.05,0.00
NYC,2022-01-10 09:51,-2.22,42.47,M,M,0.00
NYC,2022-01-10 10:51,-2.22,40.41,300.00,8.05,0.00
NYC,2022-01-10 11:51,-1.72,37.39,270.00,9.20,0.00
NYC,2022-01-10 12:51,-1.72,33.80,300.00,9.20,0.00
NYC,2022-01-10 13:51,-1.72,35.55,M,4.60,0.00
NYC,2022-01-10 14:51,-1.72,35.55,M,6.90,0.00
NYC,2022-01-10 15:51,-2.22,38.79,280.00,11.50,0.00
NYC,2022-01-10 16:51,-2.78,40.42,290.00,10.35,0.00
NYC,2022-01-10 17:51,-2.78,42.11,M,4.60,0.00
NYC,2022-01-10 18:51,-2.78,42.11,M,6.90,0.00
NYC,2022-01-10 19:51,-2.78,46.08,250.00,9.20,0.00
NYC,2022-01-10 20:51,-3.28,52.07,M,4.60,0.00
NYC,2022-01-10 21:51,-3.28,47.83,270.00,8.05,0.00
NYC,2022-01-10 22:51,-3.89,48.08,0.00,0.00,0.00
NYC,2022-01-10 23:51,-4.39,45.59,280.00,11.50,0.00
NYC,2022-01-11 00:51,-5.00,59.26,350.00,8.05,T
NYC,2022-01-11 00:57,-6.11,73.94,310.00,10.35,T
NYC,2022-01-11 01:12,-6.72,84.55,M,6.90,T
NYC,2022-01-11 01:20,-6.11,77.59,300.00,9.20,T
NYC,2022-01-11 01:51,-6.11,46.97,M,M,T
NYC,2022-01-11 02:51,-6.72,43.03,310.00,12.65,0.00
NYC,2022-01-11 03:51,-7.22,42.67,310.00,10.35,0.00
NYC,2022-01-11 04:51,-7.78,44.55,300.00,12.65,0.00
NYC,2022-01-11 05:51,-8.28,50.60,300.00,13.80,0.00
NYC,2022-01-11 06:51,-8.89,48.57,300.00,11.50,0.00
NYC,2022-01-11 07:51,-8.89,44.20,290.00,8.05,0.00
NYC,2022-01-11 08:51,-9.39,41.79,310.00,13.80,0.00
NYC,2022-01-11 09:51,-9.39,37.96,M,M,0.00
NYC,2022-01-11 10:51,-8.89,38.12,360.00,8.05,0.00
NYC,2022-01-11 11:51,-8.89,36.50,300.00,9.20,0.00
NYC,2022-01-11 12:51,-7.78,33.48,330.00,8.05,0.00
NYC,2022-01-11 13:51,-7.78,34.96,270.00,10.35,0.00
NYC,2022-01-11 14:51,-7.22,33.49,0.00,0.00,0.00
NYC,2022-01-11 15:51,-7.22,32.07,M,3.45,0.00
NYC,2022-01-11 16:51,-7.22,33.49,300.00,6.90,0.00
NYC,2022-01-11 17:51,-7.22,35.31,M,4.60,0.00
NYC,2022-01-11 18:51,-7.78,34.96,M,M,0.00
NYC,2022-01-11 19:51,-8.28,36.34,0.00,0.00,0.00
NYC,2022-01-11 20:51,-7.78,34.96,0.00,0.00,0.00
NYC,2022-01-11 21:51,-7.78,36.86,0.00,0.00,0.00
NYC,2022-01-11 22:51,-7.22,38.83,M,4.60,0.00
NYC,2022-01-11 23:51,-6.72,39.36,210.00,8.05,0.00
NYC,2022-01-12 00:51,-6.11,42.82,M,4.60,0.00
NYC,2022-01-12 01:51,-6.11,45.06,0.00,0.00,0.00
NYC,2022-01-12 02:51,-6.11,49.41,M,5.75,0.00
NYC,2022-01-12 03:51,-5.61,50.01,210.00,6.90,0.00
NYC,2022-01-12 04:51,-5.00,52.27,M,3.45,0.00
NYC,2022-01-12 05:51,-3.89,52.36,210.00,13.80,0.00
NYC,2022-01-12 06:51,-3.89,52.36,230.00,8.05,0.00
NYC,2022-01-12 07:51,-2.78,50.17,220.00,10.35,0.00
NYC,2022-01-12 08:51,-2.22,52.61,M,5.75,0.00
NYC,2022-01-12 09:51,-1.11,53.38,M,5.75,0.00
NYC,2022-01-12 10:51,0.00,51.20,240.00,5.75,0.00
NYC,2022-01-12 11:51,1.11,49.55,M,6.90,0.00
NYC,2022-01-12 12:51,2.78,43.99,M,5.75,0.00
NYC,2022-01-12 13:51,3.33,44.14,M,6.90,0.00
NYC,2022-01-12 14:51,3.89,42.28,260.00,8.05,0.00
NYC,2022-01-12 15:51,3.89,42.28,270.00,4.60,0.00
NYC,2022-01-12 16:51,3.89,44.14,230.00,3.45,0.00
NYC,2022-01-12 17:51,3.33,46.08,M,M,0.00
NYC,2022-01-12 18:51,3.33,46.08,250.00,5.75,0.00
NYC,2022-01-12 19:51,3.89,44.14,240.00,8.05,0.00
NYC,2022-01-12 20:51,3.33,47.89,240.00,6.90,0.00
NYC,2022-01-12 21:51,2.78,49.61,M,6.90,0.00
NYC,2022-01-12 22:51,2.78,47.74,270.00,3.45,0.00
NYC,2022-01-12 23:51,2.78,47.74,0.00,0.00,0.00
NYC,2022-01-13 00:51,2.78,49.61,0.00,0.00,0.00
NYC,2022-01-13 01:51,2.22,51.61,0.00,0.00,0.00
NYC,2022-01-13 02:51,1.67,60.99,0.00,0.00,0.00
NYC,2022-01-13 03:51,1.67,66.31,40.00,3.45,0.00
NYC,2022-01-13 04:51,2.22,66.97,0.00,0.00,0.00
NYC,2022-01-13 05:51,2.78,61.50,0.00,0.00,0.00
